Haplo_coord	Haplo_status	haplo_pattern	Counts	Capture_chain	Target_status	Sample	groupsum	proportion
101089059,101089077	M,M	10:101089059-101089077-MM	4	OT	M,M	R00906-06-2_human	492	0.008130081300813009
101089059,101089077	U,U	10:101089059-101089077-MM	488	OT	M,M	R00906-06-2_human	492	0.991869918699187
101089060,101089078	M,M	10:101089059-101089077-MM	4	OB	M,M	R00906-06-2_human	575	0.006956521739130435
101089060,101089078	U,M	10:101089059-101089077-MM	2	OB	M,M	R00906-06-2_human	575	0.0034782608695652175
101089060,101089078	U,U	10:101089059-101089077-MM	569	OB	M,M	R00906-06-2_human	575	0.9895652173913043
101089190,101089205,101089210	M,M,M	10:101089190-101089210-MMM	3	OT	M,M,M	R00906-06-2_human	607	0.004942339373970346
101089190,101089205,101089210	U,U,U	10:101089190-101089210-MMM	604	OT	M,M,M	R00906-06-2_human	607	0.9950576606260296
101089191,101089206,101089211	M,M,M	10:101089190-101089210-MMM	5	OB	M,M,M	R00906-06-2_human	625	0.008
101089191,101089206,101089211	M,U,U	10:101089190-101089210-MMM	1	OB	M,M,M	R00906-06-2_human	625	0.0016
101089191,101089206,101089211	U,U,U	10:101089190-101089210-MMM	619	OB	M,M,M	R00906-06-2_human	625	0.9904
101089280,101089285,101089304,101089306	M,M,M,M	10:101089280-101089306-MMMM	4	OT	M,M,M,M	R00906-06-2_human	665	0.006015037593984963
101089280,101089285,101089304,101089306	U,M,U,U	10:101089280-101089306-MMMM	1	OT	M,M,M,M	R00906-06-2_human	665	0.0015037593984962407
101089280,101089285,101089304,101089306	U,U,U,U	10:101089280-101089306-MMMM	660	OT	M,M,M,M	R00906-06-2_human	665	0.9924812030075187
101089281,101089286,101089305,101089307	M,M,M,M	10:101089280-101089306-MMMM	1	OB	M,M,M,M	R00906-06-2_human	622	0.001607717041800643
101089281,101089286,101089305,101089307	U,U,U,U	10:101089280-101089306-MMMM	621	OB	M,M,M,M	R00906-06-2_human	622	0.9983922829581994
101089331,101089333,101089336,101089339	M,M,M,M	10:101089331-101089339-MMMM	4	OT	M,M,M,M	R00906-06-2_human	667	0.005997001499250375
101089331,101089333,101089336,101089339	M,U,U,U	10:101089331-101089339-MMMM	1	OT	M,M,M,M	R00906-06-2_human	667	0.0014992503748125937
101089331,101089333,101089336,101089339	U,M,U,U	10:101089331-101089339-MMMM	1	OT	M,M,M,M	R00906-06-2_human	667	0.0014992503748125937
101089331,101089333,101089336,101089339	U,U,U,M	10:101089331-101089339-MMMM	1	OT	M,M,M,M	R00906-06-2_human	667	0.0014992503748125937
101089331,101089333,101089336,101089339	U,U,U,U	10:101089331-101089339-MMMM	660	OT	M,M,M,M	R00906-06-2_human	667	0.9895052473763118
101089332,101089334,101089337,101089340	M,M,M,M	10:101089331-101089339-MMMM	2	OB	M,M,M,M	R00906-06-2_human	683	0.0029282576866764276
101089332,101089334,101089337,101089340	U,U,U,U	10:101089331-101089339-MMMM	681	OB	M,M,M,M	R00906-06-2_human	683	0.9970717423133236
102894707,102894709	M,M	10:102894707-102894709-MM	141	OT	M,M	R00906-06-2_human	487	0.28952772073921973
102894707,102894709	M,U	10:102894707-102894709-MM	21	OT	M,M	R00906-06-2_human	487	0.043121149897330596
102894707,102894709	U,M	10:102894707-102894709-MM	16	OT	M,M	R00906-06-2_human	487	0.03285420944558522
102894707,102894709	U,U	10:102894707-102894709-MM	309	OT	M,M	R00906-06-2_human	487	0.6344969199178645
102894708,102894710	M,M	10:102894707-102894709-MM	113	OB	M,M	R00906-06-2_human	409	0.2762836185819071
102894708,102894710	M,U	10:102894707-102894709-MM	9	OB	M,M	R00906-06-2_human	409	0.022004889975550123
102894708,102894710	U,M	10:102894707-102894709-MM	9	OB	M,M	R00906-06-2_human	409	0.022004889975550123
102894708,102894710	U,U	10:102894707-102894709-MM	278	OB	M,M	R00906-06-2_human	409	0.6797066014669927
102894874,102894891,102894893,102894895	M,M,M,M	10:102894874-102894895-MMMM	20	OT	M,M,M,M	R00906-06-2_human	174	0.11494252873563218
102894874,102894891,102894893,102894895	M,M,U,U	10:102894874-102894895-MMMM	1	OT	M,M,M,M	R00906-06-2_human	174	0.005747126436781609
102894874,102894891,102894893,102894895	M,U,M,M	10:102894874-102894895-MMMM	1	OT	M,M,M,M	R00906-06-2_human	174	0.005747126436781609
102894874,102894891,102894893,102894895	M,U,U,M	10:102894874-102894895-MMMM	1	OT	M,M,M,M	R00906-06-2_human	174	0.005747126436781609
102894874,102894891,102894893,102894895	U,M,M,M	10:102894874-102894895-MMMM	30	OT	M,M,M,M	R00906-06-2_human	174	0.1724137931034483
102894874,102894891,102894893,102894895	U,M,M,U	10:102894874-102894895-MMMM	2	OT	M,M,M,M	R00906-06-2_human	174	0.011494252873563218
102894874,102894891,102894893,102894895	U,M,U,U	10:102894874-102894895-MMMM	1	OT	M,M,M,M	R00906-06-2_human	174	0.005747126436781609
102894874,102894891,102894893,102894895	U,U,M,M	10:102894874-102894895-MMMM	4	OT	M,M,M,M	R00906-06-2_human	174	0.022988505747126436
102894874,102894891,102894893,102894895	U,U,U,M	10:102894874-102894895-MMMM	1	OT	M,M,M,M	R00906-06-2_human	174	0.005747126436781609
102894874,102894891,102894893,102894895	U,U,U,U	10:102894874-102894895-MMMM	113	OT	M,M,M,M	R00906-06-2_human	174	0.6494252873563219
102894875,102894892,102894894,102894896	M,M,M,M	10:102894874-102894895-MMMM	18	OB	M,M,M,M	R00906-06-2_human	206	0.08737864077669903
102894875,102894892,102894894,102894896	M,U,U,U	10:102894874-102894895-MMMM	1	OB	M,M,M,M	R00906-06-2_human	206	0.0048543689320388345
