Haplo_coord	Haplo_status	haplo_pattern	Counts	Capture_chain	Target_status	Sample	groupsum	proportion
101089059,101089077	M,M	10:101089059-101089077-MM	383	OT	M,M	R00906-08-8_human	443	0.8645598194130926
101089059,101089077	M,U	10:101089059-101089077-MM	5	OT	M,M	R00906-08-8_human	443	0.011286681715575621
101089059,101089077	U,M	10:101089059-101089077-MM	1	OT	M,M	R00906-08-8_human	443	0.002257336343115124
101089059,101089077	U,U	10:101089059-101089077-MM	54	OT	M,M	R00906-08-8_human	443	0.12189616252821671
101089060,101089078	M,M	10:101089059-101089077-MM	381	OB	M,M	R00906-08-8_human	421	0.9049881235154394
101089060,101089078	M,U	10:101089059-101089077-MM	2	OB	M,M	R00906-08-8_human	421	0.004750593824228029
101089060,101089078	U,M	10:101089059-101089077-MM	2	OB	M,M	R00906-08-8_human	421	0.004750593824228029
101089060,101089078	U,U	10:101089059-101089077-MM	36	OB	M,M	R00906-08-8_human	421	0.0855106888361045
101089190,101089205,101089210	M,M,M	10:101089190-101089210-MMM	317	OT	M,M,M	R00906-08-8_human	389	0.8149100257069408
101089190,101089205,101089210	U,U,U	10:101089190-101089210-MMM	72	OT	M,M,M	R00906-08-8_human	389	0.18508997429305912
101089191,101089206,101089211	M,M,M	10:101089190-101089210-MMM	436	OB	M,M,M	R00906-08-8_human	509	0.8565815324165029
101089191,101089206,101089211	M,M,U	10:101089190-101089210-MMM	1	OB	M,M,M	R00906-08-8_human	509	0.0019646365422396855
101089191,101089206,101089211	M,U,M	10:101089190-101089210-MMM	2	OB	M,M,M	R00906-08-8_human	509	0.003929273084479371
101089191,101089206,101089211	U,M,M	10:101089190-101089210-MMM	2	OB	M,M,M	R00906-08-8_human	509	0.003929273084479371
101089191,101089206,101089211	U,U,U	10:101089190-101089210-MMM	68	OB	M,M,M	R00906-08-8_human	509	0.13359528487229863
101089280,101089285,101089304,101089306	M,M,M,M	10:101089280-101089306-MMMM	338	OT	M,M,M,M	R00906-08-8_human	403	0.8387096774193549
101089280,101089285,101089304,101089306	M,M,U,M	10:101089280-101089306-MMMM	1	OT	M,M,M,M	R00906-08-8_human	403	0.0024813895781637717
101089280,101089285,101089304,101089306	M,U,M,M	10:101089280-101089306-MMMM	1	OT	M,M,M,M	R00906-08-8_human	403	0.0024813895781637717
101089280,101089285,101089304,101089306	U,M,M,M	10:101089280-101089306-MMMM	1	OT	M,M,M,M	R00906-08-8_human	403	0.0024813895781637717
101089280,101089285,101089304,101089306	U,U,U,U	10:101089280-101089306-MMMM	62	OT	M,M,M,M	R00906-08-8_human	403	0.15384615384615385
101089281,101089286,101089305,101089307	M,M,M,M	10:101089280-101089306-MMMM	394	OB	M,M,M,M	R00906-08-8_human	459	0.8583877995642701
101089281,101089286,101089305,101089307	M,M,U,M	10:101089280-101089306-MMMM	2	OB	M,M,M,M	R00906-08-8_human	459	0.004357298474945534
101089281,101089286,101089305,101089307	U,M,M,M	10:101089280-101089306-MMMM	3	OB	M,M,M,M	R00906-08-8_human	459	0.006535947712418301
101089281,101089286,101089305,101089307	U,U,M,M	10:101089280-101089306-MMMM	1	OB	M,M,M,M	R00906-08-8_human	459	0.002178649237472767
101089281,101089286,101089305,101089307	U,U,M,U	10:101089280-101089306-MMMM	1	OB	M,M,M,M	R00906-08-8_human	459	0.002178649237472767
101089281,101089286,101089305,101089307	U,U,U,U	10:101089280-101089306-MMMM	58	OB	M,M,M,M	R00906-08-8_human	459	0.12636165577342048
101089331,101089333,101089336,101089339	M,M,M,M	10:101089331-101089339-MMMM	413	OT	M,M,M,M	R00906-08-8_human	481	0.8586278586278586
101089331,101089333,101089336,101089339	M,M,M,U	10:101089331-101089339-MMMM	3	OT	M,M,M,M	R00906-08-8_human	481	0.006237006237006237
101089331,101089333,101089336,101089339	M,U,M,M	10:101089331-101089339-MMMM	3	OT	M,M,M,M	R00906-08-8_human	481	0.006237006237006237
101089331,101089333,101089336,101089339	M,U,U,U	10:101089331-101089339-MMMM	2	OT	M,M,M,M	R00906-08-8_human	481	0.004158004158004158
101089331,101089333,101089336,101089339	U,U,M,U	10:101089331-101089339-MMMM	1	OT	M,M,M,M	R00906-08-8_human	481	0.002079002079002079
101089331,101089333,101089336,101089339	U,U,U,U	10:101089331-101089339-MMMM	59	OT	M,M,M,M	R00906-08-8_human	481	0.12266112266112267
101089332,101089334,101089337,101089340	M,M,M,M	10:101089331-101089339-MMMM	437	OB	M,M,M,M	R00906-08-8_human	511	0.8551859099804305
101089332,101089334,101089337,101089340	M,M,M,U	10:101089331-101089339-MMMM	3	OB	M,M,M,M	R00906-08-8_human	511	0.005870841487279843
101089332,101089334,101089337,101089340	M,U,M,M	10:101089331-101089339-MMMM	1	OB	M,M,M,M	R00906-08-8_human	511	0.0019569471624266144
101089332,101089334,101089337,101089340	U,M,M,M	10:101089331-101089339-MMMM	2	OB	M,M,M,M	R00906-08-8_human	511	0.003913894324853229
101089332,101089334,101089337,101089340	U,U,M,U	10:101089331-101089339-MMMM	1	OB	M,M,M,M	R00906-08-8_human	511	0.0019569471624266144
101089332,101089334,101089337,101089340	U,U,U,U	10:101089331-101089339-MMMM	67	OB	M,M,M,M	R00906-08-8_human	511	0.13111545988258316
102894707,102894709	M,M	10:102894707-102894709-MM	455	OT	M,M	R00906-08-8_human	502	0.9063745019920318
102894707,102894709	M,U	10:102894707-102894709-MM	5	OT	M,M	R00906-08-8_human	502	0.0099601593625498
102894707,102894709	U,M	10:102894707-102894709-MM	1	OT	M,M	R00906-08-8_human	502	0.00199203187250996
102894707,102894709	U,U	10:102894707-102894709-MM	41	OT	M,M	R00906-08-8_human	502	0.08167330677290836
102894708,102894710	M,M	10:102894707-102894709-MM	401	OB	M,M	R00906-08-8_human	433	0.9260969976905312
102894708,102894710	M,U	10:102894707-102894709-MM	1	OB	M,M	R00906-08-8_human	433	0.0023094688221709007
102894708,102894710	U,M	10:102894707-102894709-MM	2	OB	M,M	R00906-08-8_human	433	0.004618937644341801
102894708,102894710	U,U	10:102894707-102894709-MM	29	OB	M,M	R00906-08-8_human	433	0.06697459584295612
