Haplo_coord	Haplo_status	haplo_pattern	Counts	Capture_chain	Target_status	Sample	groupsum	proportion
101089059,101089077	U,U	10:101089059-101089077-MM	530	OT	M,M	R00906-06-1_human	530	1.0
101089060,101089078	M,U	10:101089059-101089077-MM	1	OB	M,M	R00906-06-1_human	639	0.001564945226917058
101089060,101089078	U,U	10:101089059-101089077-MM	638	OB	M,M	R00906-06-1_human	639	0.9984350547730829
101089190,101089205,101089210	U,U,U	10:101089190-101089210-MMM	618	OT	M,M,M	R00906-06-1_human	618	1.0
101089191,101089206,101089211	U,U,U	10:101089190-101089210-MMM	718	OB	M,M,M	R00906-06-1_human	718	1.0
101089280,101089285,101089304,101089306	U,U,U,U	10:101089280-101089306-MMMM	662	OT	M,M,M,M	R00906-06-1_human	662	1.0
101089281,101089286,101089305,101089307	U,U,U,U	10:101089280-101089306-MMMM	652	OB	M,M,M,M	R00906-06-1_human	652	1.0
101089331,101089333,101089336,101089339	M,U,U,U	10:101089331-101089339-MMMM	1	OT	M,M,M,M	R00906-06-1_human	724	0.0013812154696132596
101089331,101089333,101089336,101089339	U,M,U,U	10:101089331-101089339-MMMM	1	OT	M,M,M,M	R00906-06-1_human	724	0.0013812154696132596
101089331,101089333,101089336,101089339	U,U,U,U	10:101089331-101089339-MMMM	722	OT	M,M,M,M	R00906-06-1_human	724	0.9972375690607734
101089332,101089334,101089337,101089340	U,U,U,U	10:101089331-101089339-MMMM	717	OB	M,M,M,M	R00906-06-1_human	717	1.0
102894707,102894709	M,M	10:102894707-102894709-MM	122	OT	M,M	R00906-06-1_human	503	0.24254473161033796
102894707,102894709	M,U	10:102894707-102894709-MM	23	OT	M,M	R00906-06-1_human	503	0.04572564612326044
102894707,102894709	U,M	10:102894707-102894709-MM	10	OT	M,M	R00906-06-1_human	503	0.019880715705765408
102894707,102894709	U,U	10:102894707-102894709-MM	348	OT	M,M	R00906-06-1_human	503	0.6918489065606361
102894708,102894710	M,M	10:102894707-102894709-MM	132	OB	M,M	R00906-06-1_human	487	0.27104722792607805
102894708,102894710	M,U	10:102894707-102894709-MM	6	OB	M,M	R00906-06-1_human	487	0.012320328542094456
102894708,102894710	U,M	10:102894707-102894709-MM	10	OB	M,M	R00906-06-1_human	487	0.02053388090349076
102894708,102894710	U,U	10:102894707-102894709-MM	339	OB	M,M	R00906-06-1_human	487	0.6960985626283368
102894874,102894891,102894893,102894895	M,M,M,M	10:102894874-102894895-MMMM	18	OT	M,M,M,M	R00906-06-1_human	179	0.1005586592178771
102894874,102894891,102894893,102894895	U,M,M,M	10:102894874-102894895-MMMM	50	OT	M,M,M,M	R00906-06-1_human	179	0.27932960893854747
102894874,102894891,102894893,102894895	U,M,M,U	10:102894874-102894895-MMMM	2	OT	M,M,M,M	R00906-06-1_human	179	0.0111731843575419
102894874,102894891,102894893,102894895	U,M,U,M	10:102894874-102894895-MMMM	1	OT	M,M,M,M	R00906-06-1_human	179	0.00558659217877095
102894874,102894891,102894893,102894895	U,M,U,U	10:102894874-102894895-MMMM	4	OT	M,M,M,M	R00906-06-1_human	179	0.0223463687150838
102894874,102894891,102894893,102894895	U,U,M,M	10:102894874-102894895-MMMM	1	OT	M,M,M,M	R00906-06-1_human	179	0.00558659217877095
102894874,102894891,102894893,102894895	U,U,M,U	10:102894874-102894895-MMMM	1	OT	M,M,M,M	R00906-06-1_human	179	0.00558659217877095
102894874,102894891,102894893,102894895	U,U,U,U	10:102894874-102894895-MMMM	102	OT	M,M,M,M	R00906-06-1_human	179	0.5698324022346368
102894875,102894892,102894894,102894896	M,M,M,M	10:102894874-102894895-MMMM	18	OB	M,M,M,M	R00906-06-1_human	267	0.06741573033707865
102894875,102894892,102894894,102894896	M,U,U,U	10:102894874-102894895-MMMM	1	OB	M,M,M,M	R00906-06-1_human	267	0.003745318352059925
102894875,102894892,102894894,102894896	U,M,M,M	10:102894874-102894895-MMMM	85	OB	M,M,M,M	R00906-06-1_human	267	0.31835205992509363
102894875,102894892,102894894,102894896	U,M,M,U	10:102894874-102894895-MMMM	1	OB	M,M,M,M	R00906-06-1_human	267	0.003745318352059925
102894875,102894892,102894894,102894896	U,M,U,M	10:102894874-102894895-MMMM	3	OB	M,M,M,M	R00906-06-1_human	267	0.011235955056179775
102894875,102894892,102894894,102894896	U,M,U,U	10:102894874-102894895-MMMM	7	OB	M,M,M,M	R00906-06-1_human	267	0.026217228464419477
102894875,102894892,102894894,102894896	U,U,M,M	10:102894874-102894895-MMMM	2	OB	M,M,M,M	R00906-06-1_human	267	0.00749063670411985
102894875,102894892,102894894,102894896	U,U,M,U	10:102894874-102894895-MMMM	1	OB	M,M,M,M	R00906-06-1_human	267	0.003745318352059925
102894875,102894892,102894894,102894896	U,U,U,M	10:102894874-102894895-MMMM	2	OB	M,M,M,M	R00906-06-1_human	267	0.00749063670411985
102894875,102894892,102894894,102894896	U,U,U,U	10:102894874-102894895-MMMM	147	OB	M,M,M,M	R00906-06-1_human	267	0.550561797752809
102894960,102894979,102894982	M,M,M	10:102894960-102894982-MMM	2	OT	M,M,M	R00906-06-1_human	160	0.0125
102894960,102894979,102894982	M,M,U	10:102894960-102894982-MMM	3	OT	M,M,M	R00906-06-1_human	160	0.01875
102894960,102894979,102894982	M,U,U	10:102894960-102894982-MMM	6	OT	M,M,M	R00906-06-1_human	160	0.0375
102894960,102894979,102894982	U,M,M	10:102894960-102894982-MMM	1	OT	M,M,M	R00906-06-1_human	160	0.00625
102894960,102894979,102894982	U,U,U	10:102894960-102894982-MMM	148	OT	M,M,M	R00906-06-1_human	160	0.925
102894961,102894980,102894983	M,M,M	10:102894960-102894982-MMM	1	OB	M,M,M	R00906-06-1_human	173	0.005780346820809248
102894961,102894980,102894983	M,M,U	10:102894960-102894982-MMM	1	OB	M,M,M	R00906-06-1_human	173	0.005780346820809248
