Haplo_coord	Haplo_status	haplo_pattern	Counts	Capture_chain	Target_status	Sample	groupsum	proportion
101089059,101089077	M,M	10:101089059-101089077-MM	44	OT	M,M	R00906-02-4_human	61	0.7213114754098361
101089059,101089077	M,U	10:101089059-101089077-MM	1	OT	M,M	R00906-02-4_human	61	0.01639344262295082
101089059,101089077	U,U	10:101089059-101089077-MM	16	OT	M,M	R00906-02-4_human	61	0.26229508196721313
101089060,101089078	M,M	10:101089059-101089077-MM	39	OB	M,M	R00906-02-4_human	50	0.78
101089060,101089078	U,U	10:101089059-101089077-MM	11	OB	M,M	R00906-02-4_human	50	0.22
101089190,101089205,101089210	M,M,M	10:101089190-101089210-MMM	23	OT	M,M,M	R00906-02-4_human	32	0.71875
101089190,101089205,101089210	U,U,U	10:101089190-101089210-MMM	9	OT	M,M,M	R00906-02-4_human	32	0.28125
101089191,101089206,101089211	M,M,M	10:101089190-101089210-MMM	41	OB	M,M,M	R00906-02-4_human	45	0.9111111111111111
101089191,101089206,101089211	U,U,U	10:101089190-101089210-MMM	4	OB	M,M,M	R00906-02-4_human	45	0.08888888888888889
101089280,101089285,101089304,101089306	M,M,M,M	10:101089280-101089306-MMMM	30	OT	M,M,M,M	R00906-02-4_human	39	0.7692307692307693
101089280,101089285,101089304,101089306	U,U,U,U	10:101089280-101089306-MMMM	9	OT	M,M,M,M	R00906-02-4_human	39	0.23076923076923078
101089281,101089286,101089305,101089307	M,M,M,M	10:101089280-101089306-MMMM	31	OB	M,M,M,M	R00906-02-4_human	37	0.8378378378378378
101089281,101089286,101089305,101089307	U,U,U,U	10:101089280-101089306-MMMM	6	OB	M,M,M,M	R00906-02-4_human	37	0.16216216216216217
101089331,101089333,101089336,101089339	M,M,M,M	10:101089331-101089339-MMMM	31	OT	M,M,M,M	R00906-02-4_human	40	0.775
101089331,101089333,101089336,101089339	U,U,U,U	10:101089331-101089339-MMMM	9	OT	M,M,M,M	R00906-02-4_human	40	0.225
101089332,101089334,101089337,101089340	M,M,M,M	10:101089331-101089339-MMMM	26	OB	M,M,M,M	R00906-02-4_human	32	0.8125
101089332,101089334,101089337,101089340	U,U,U,U	10:101089331-101089339-MMMM	6	OB	M,M,M,M	R00906-02-4_human	32	0.1875
102894707,102894709	M,M	10:102894707-102894709-MM	110	OT	M,M	R00906-02-4_human	116	0.9482758620689655
102894707,102894709	U,U	10:102894707-102894709-MM	6	OT	M,M	R00906-02-4_human	116	0.05172413793103448
102894708,102894710	M,M	10:102894707-102894709-MM	25	OB	M,M	R00906-02-4_human	27	0.9259259259259259
102894708,102894710	M,U	10:102894707-102894709-MM	1	OB	M,M	R00906-02-4_human	27	0.037037037037037035
102894708,102894710	U,U	10:102894707-102894709-MM	1	OB	M,M	R00906-02-4_human	27	0.037037037037037035
102894874,102894891,102894893,102894895	M,M,M,M	10:102894874-102894895-MMMM	3	OT	M,M,M,M	R00906-02-4_human	9	0.3333333333333333
102894874,102894891,102894893,102894895	M,U,M,M	10:102894874-102894895-MMMM	1	OT	M,M,M,M	R00906-02-4_human	9	0.1111111111111111
102894874,102894891,102894893,102894895	U,M,M,M	10:102894874-102894895-MMMM	2	OT	M,M,M,M	R00906-02-4_human	9	0.2222222222222222
102894874,102894891,102894893,102894895	U,M,M,U	10:102894874-102894895-MMMM	1	OT	M,M,M,M	R00906-02-4_human	9	0.1111111111111111
102894874,102894891,102894893,102894895	U,U,U,U	10:102894874-102894895-MMMM	2	OT	M,M,M,M	R00906-02-4_human	9	0.2222222222222222
102894875,102894892,102894894,102894896	M,M,M,M	10:102894874-102894895-MMMM	28	OB	M,M,M,M	R00906-02-4_human	40	0.7
102894875,102894892,102894894,102894896	U,M,M,M	10:102894874-102894895-MMMM	12	OB	M,M,M,M	R00906-02-4_human	40	0.3
102894960,102894979,102894982	M,M,M	10:102894960-102894982-MMM	16	OT	M,M,M	R00906-02-4_human	23	0.6956521739130435
102894960,102894979,102894982	U,M,M	10:102894960-102894982-MMM	1	OT	M,M,M	R00906-02-4_human	23	0.043478260869565216
102894960,102894979,102894982	U,U,U	10:102894960-102894982-MMM	6	OT	M,M,M	R00906-02-4_human	23	0.2608695652173913
102894961,102894980,102894983	M,M,M	10:102894960-102894982-MMM	13	OB	M,M,M	R00906-02-4_human	45	0.28888888888888886
102894961,102894980,102894983	M,M,U	10:102894960-102894982-MMM	1	OB	M,M,M	R00906-02-4_human	45	0.022222222222222223
102894961,102894980,102894983	M,U,U	10:102894960-102894982-MMM	8	OB	M,M,M	R00906-02-4_human	45	0.17777777777777778
