Haplo_coord	Haplo_status	haplo_pattern	Counts	Capture_chain	Target_status	Sample	groupsum	proportion
101089059,101089077	M,M	10:101089059-101089077-MM	89	OT	M,M	R00906-08-3_human	535	0.16635514018691588
101089059,101089077	M,U	10:101089059-101089077-MM	2	OT	M,M	R00906-08-3_human	535	0.003738317757009346
101089059,101089077	U,U	10:101089059-101089077-MM	444	OT	M,M	R00906-08-3_human	535	0.8299065420560747
101089060,101089078	M,M	10:101089059-101089077-MM	96	OB	M,M	R00906-08-3_human	582	0.16494845360824742
101089060,101089078	U,M	10:101089059-101089077-MM	3	OB	M,M	R00906-08-3_human	582	0.005154639175257732
101089060,101089078	U,U	10:101089059-101089077-MM	483	OB	M,M	R00906-08-3_human	582	0.8298969072164949
101089190,101089205,101089210	M,M,M	10:101089190-101089210-MMM	73	OT	M,M,M	R00906-08-3_human	534	0.13670411985018727
101089190,101089205,101089210	M,U,U	10:101089190-101089210-MMM	1	OT	M,M,M	R00906-08-3_human	534	0.0018726591760299626
101089190,101089205,101089210	U,U,M	10:101089190-101089210-MMM	1	OT	M,M,M	R00906-08-3_human	534	0.0018726591760299626
101089190,101089205,101089210	U,U,U	10:101089190-101089210-MMM	459	OT	M,M,M	R00906-08-3_human	534	0.8595505617977528
101089191,101089206,101089211	M,M,M	10:101089190-101089210-MMM	115	OB	M,M,M	R00906-08-3_human	653	0.17611026033690658
101089191,101089206,101089211	M,M,U	10:101089190-101089210-MMM	2	OB	M,M,M	R00906-08-3_human	653	0.0030627871362940277
101089191,101089206,101089211	U,U,U	10:101089190-101089210-MMM	536	OB	M,M,M	R00906-08-3_human	653	0.8208269525267994
101089280,101089285,101089304,101089306	M,M,M,M	10:101089280-101089306-MMMM	62	OT	M,M,M,M	R00906-08-3_human	544	0.11397058823529412
101089280,101089285,101089304,101089306	M,M,U,M	10:101089280-101089306-MMMM	1	OT	M,M,M,M	R00906-08-3_human	544	0.001838235294117647
101089280,101089285,101089304,101089306	U,M,M,M	10:101089280-101089306-MMMM	1	OT	M,M,M,M	R00906-08-3_human	544	0.001838235294117647
101089280,101089285,101089304,101089306	U,U,U,U	10:101089280-101089306-MMMM	480	OT	M,M,M,M	R00906-08-3_human	544	0.8823529411764706
101089281,101089286,101089305,101089307	M,M,M,M	10:101089280-101089306-MMMM	109	OB	M,M,M,M	R00906-08-3_human	606	0.17986798679867988
101089281,101089286,101089305,101089307	M,M,U,U	10:101089280-101089306-MMMM	1	OB	M,M,M,M	R00906-08-3_human	606	0.0016501650165016502
101089281,101089286,101089305,101089307	U,M,M,M	10:101089280-101089306-MMMM	1	OB	M,M,M,M	R00906-08-3_human	606	0.0016501650165016502
101089281,101089286,101089305,101089307	U,U,U,U	10:101089280-101089306-MMMM	495	OB	M,M,M,M	R00906-08-3_human	606	0.8168316831683168
101089331,101089333,101089336,101089339	M,M,M,M	10:101089331-101089339-MMMM	83	OT	M,M,M,M	R00906-08-3_human	594	0.13973063973063973
101089331,101089333,101089336,101089339	U,U,U,U	10:101089331-101089339-MMMM	511	OT	M,M,M,M	R00906-08-3_human	594	0.8602693602693603
101089332,101089334,101089337,101089340	M,M,M,M	10:101089331-101089339-MMMM	108	OB	M,M,M,M	R00906-08-3_human	619	0.17447495961227788
101089332,101089334,101089337,101089340	M,M,U,M	10:101089331-101089339-MMMM	1	OB	M,M,M,M	R00906-08-3_human	619	0.0016155088852988692
101089332,101089334,101089337,101089340	M,U,M,M	10:101089331-101089339-MMMM	1	OB	M,M,M,M	R00906-08-3_human	619	0.0016155088852988692
101089332,101089334,101089337,101089340	U,M,U,U	10:101089331-101089339-MMMM	2	OB	M,M,M,M	R00906-08-3_human	619	0.0032310177705977385
101089332,101089334,101089337,101089340	U,U,M,U	10:101089331-101089339-MMMM	1	OB	M,M,M,M	R00906-08-3_human	619	0.0016155088852988692
101089332,101089334,101089337,101089340	U,U,U,U	10:101089331-101089339-MMMM	506	OB	M,M,M,M	R00906-08-3_human	619	0.8174474959612278
102894707,102894709	M,M	10:102894707-102894709-MM	238	OT	M,M	R00906-08-3_human	564	0.4219858156028369
102894707,102894709	M,U	10:102894707-102894709-MM	19	OT	M,M	R00906-08-3_human	564	0.03368794326241135
102894707,102894709	U,M	10:102894707-102894709-MM	17	OT	M,M	R00906-08-3_human	564	0.030141843971631204
102894707,102894709	U,U	10:102894707-102894709-MM	290	OT	M,M	R00906-08-3_human	564	0.5141843971631206
102894708,102894710	M,M	10:102894707-102894709-MM	207	OB	M,M	R00906-08-3_human	450	0.46
102894708,102894710	M,U	10:102894707-102894709-MM	6	OB	M,M	R00906-08-3_human	450	0.013333333333333334
102894708,102894710	U,M	10:102894707-102894709-MM	4	OB	M,M	R00906-08-3_human	450	0.008888888888888889
102894708,102894710	U,U	10:102894707-102894709-MM	233	OB	M,M	R00906-08-3_human	450	0.5177777777777778
102894874,102894891,102894893,102894895	M,M,M,M	10:102894874-102894895-MMMM	47	OT	M,M,M,M	R00906-08-3_human	171	0.27485380116959063
102894874,102894891,102894893,102894895	M,U,M,M	10:102894874-102894895-MMMM	2	OT	M,M,M,M	R00906-08-3_human	171	0.011695906432748537
102894874,102894891,102894893,102894895	M,U,U,U	10:102894874-102894895-MMMM	1	OT	M,M,M,M	R00906-08-3_human	171	0.005847953216374269
