Haplo_coord	Haplo_status	haplo_pattern	Counts	Capture_chain	Target_status	Sample	groupsum	proportion
101089059,101089077	M,M	10:101089059-101089077-MM	650	OT	M,M	R00906-02-6_human	656	0.9908536585365854
101089059,101089077	M,U	10:101089059-101089077-MM	4	OT	M,M	R00906-02-6_human	656	0.006097560975609756
101089059,101089077	U,M	10:101089059-101089077-MM	2	OT	M,M	R00906-02-6_human	656	0.003048780487804878
101089060,101089078	M,M	10:101089059-101089077-MM	570	OB	M,M	R00906-02-6_human	580	0.9827586206896551
101089060,101089078	M,U	10:101089059-101089077-MM	3	OB	M,M	R00906-02-6_human	580	0.005172413793103448
101089060,101089078	U,U	10:101089059-101089077-MM	7	OB	M,M	R00906-02-6_human	580	0.01206896551724138
101089190,101089205,101089210	M,M,M	10:101089190-101089210-MMM	441	OT	M,M,M	R00906-02-6_human	452	0.9756637168141593
101089190,101089205,101089210	M,M,U	10:101089190-101089210-MMM	6	OT	M,M,M	R00906-02-6_human	452	0.01327433628318584
101089190,101089205,101089210	U,M,M	10:101089190-101089210-MMM	5	OT	M,M,M	R00906-02-6_human	452	0.011061946902654867
101089191,101089206,101089211	M,M,M	10:101089190-101089210-MMM	527	OB	M,M,M	R00906-02-6_human	530	0.9943396226415094
101089191,101089206,101089211	M,U,M	10:101089190-101089210-MMM	1	OB	M,M,M	R00906-02-6_human	530	0.0018867924528301887
101089191,101089206,101089211	U,M,M	10:101089190-101089210-MMM	2	OB	M,M,M	R00906-02-6_human	530	0.0037735849056603774
101089280,101089285,101089304,101089306	M,M,M,M	10:101089280-101089306-MMMM	465	OT	M,M,M,M	R00906-02-6_human	472	0.9851694915254238
101089280,101089285,101089304,101089306	M,M,M,U	10:101089280-101089306-MMMM	6	OT	M,M,M,M	R00906-02-6_human	472	0.012711864406779662
101089280,101089285,101089304,101089306	U,M,M,M	10:101089280-101089306-MMMM	1	OT	M,M,M,M	R00906-02-6_human	472	0.00211864406779661
101089281,101089286,101089305,101089307	M,M,M,M	10:101089280-101089306-MMMM	433	OB	M,M,M,M	R00906-02-6_human	443	0.9774266365688488
101089281,101089286,101089305,101089307	M,M,U,M	10:101089280-101089306-MMMM	2	OB	M,M,M,M	R00906-02-6_human	443	0.004514672686230248
101089281,101089286,101089305,101089307	U,M,M,M	10:101089280-101089306-MMMM	6	OB	M,M,M,M	R00906-02-6_human	443	0.013544018058690745
101089281,101089286,101089305,101089307	U,M,U,U	10:101089280-101089306-MMMM	1	OB	M,M,M,M	R00906-02-6_human	443	0.002257336343115124
101089281,101089286,101089305,101089307	U,U,M,M	10:101089280-101089306-MMMM	1	OB	M,M,M,M	R00906-02-6_human	443	0.002257336343115124
101089331,101089333,101089336,101089339	M,M,M,M	10:101089331-101089339-MMMM	565	OT	M,M,M,M	R00906-02-6_human	573	0.9860383944153578
101089331,101089333,101089336,101089339	M,M,U,U	10:101089331-101089339-MMMM	1	OT	M,M,M,M	R00906-02-6_human	573	0.0017452006980802793
