Haplo_coord	Haplo_status	haplo_pattern	Counts	Capture_chain	Target_status	Sample	groupsum	proportion
101089059,101089077	M,M	10:101089059-101089077-MM	380	OT	M,M	R00906-04-4_human	390	0.9743589743589743
101089059,101089077	M,U	10:101089059-101089077-MM	3	OT	M,M	R00906-04-4_human	390	0.007692307692307693
101089059,101089077	U,M	10:101089059-101089077-MM	4	OT	M,M	R00906-04-4_human	390	0.010256410256410256
101089059,101089077	U,U	10:101089059-101089077-MM	3	OT	M,M	R00906-04-4_human	390	0.007692307692307693
101089060,101089078	M,M	10:101089059-101089077-MM	333	OB	M,M	R00906-04-4_human	338	0.985207100591716
101089060,101089078	M,U	10:101089059-101089077-MM	1	OB	M,M	R00906-04-4_human	338	0.0029585798816568047
101089060,101089078	U,M	10:101089059-101089077-MM	1	OB	M,M	R00906-04-4_human	338	0.0029585798816568047
101089060,101089078	U,U	10:101089059-101089077-MM	3	OB	M,M	R00906-04-4_human	338	0.008875739644970414
101089190,101089205,101089210	M,M,M	10:101089190-101089210-MMM	229	OT	M,M,M	R00906-04-4_human	237	0.9662447257383966
101089190,101089205,101089210	M,U,M	10:101089190-101089210-MMM	3	OT	M,M,M	R00906-04-4_human	237	0.012658227848101266
101089190,101089205,101089210	U,M,M	10:101089190-101089210-MMM	1	OT	M,M,M	R00906-04-4_human	237	0.004219409282700422
101089190,101089205,101089210	U,U,U	10:101089190-101089210-MMM	4	OT	M,M,M	R00906-04-4_human	237	0.016877637130801686
101089191,101089206,101089211	M,M,M	10:101089190-101089210-MMM	304	OB	M,M,M	R00906-04-4_human	306	0.9934640522875817
101089191,101089206,101089211	U,U,U	10:101089190-101089210-MMM	2	OB	M,M,M	R00906-04-4_human	306	0.006535947712418301
101089280,101089285,101089304,101089306	M,M,M,M	10:101089280-101089306-MMMM	256	OT	M,M,M,M	R00906-04-4_human	264	0.9696969696969697
101089280,101089285,101089304,101089306	M,M,M,U	10:101089280-101089306-MMMM	1	OT	M,M,M,M	R00906-04-4_human	264	0.003787878787878788
101089280,101089285,101089304,101089306	M,M,U,M	10:101089280-101089306-MMMM	2	OT	M,M,M,M	R00906-04-4_human	264	0.007575757575757576
101089280,101089285,101089304,101089306	M,M,U,U	10:101089280-101089306-MMMM	1	OT	M,M,M,M	R00906-04-4_human	264	0.003787878787878788
101089280,101089285,101089304,101089306	U,M,M,M	10:101089280-101089306-MMMM	1	OT	M,M,M,M	R00906-04-4_human	264	0.003787878787878788
101089280,101089285,101089304,101089306	U,U,U,U	10:101089280-101089306-MMMM	3	OT	M,M,M,M	R00906-04-4_human	264	0.011363636363636364
101089281,101089286,101089305,101089307	M,M,M,M	10:101089280-101089306-MMMM	305	OB	M,M,M,M	R00906-04-4_human	308	0.9902597402597403
101089281,101089286,101089305,101089307	U,M,M,M	10:101089280-101089306-MMMM	1	OB	M,M,M,M	R00906-04-4_human	308	0.003246753246753247
101089281,101089286,101089305,101089307	U,U,M,M	10:101089280-101089306-MMMM	1	OB	M,M,M,M	R00906-04-4_human	308	0.003246753246753247
101089281,101089286,101089305,101089307	U,U,U,U	10:101089280-101089306-MMMM	1	OB	M,M,M,M	R00906-04-4_human	308	0.003246753246753247
101089331,101089333,101089336,101089339	M,M,M,M	10:101089331-101089339-MMMM	341	OT	M,M,M,M	R00906-04-4_human	347	0.9827089337175793
101089331,101089333,101089336,101089339	M,M,U,U	10:101089331-101089339-MMMM	1	OT	M,M,M,M	R00906-04-4_human	347	0.002881844380403458
101089331,101089333,101089336,101089339	M,U,M,M	10:101089331-101089339-MMMM	1	OT	M,M,M,M	R00906-04-4_human	347	0.002881844380403458
101089331,101089333,101089336,101089339	U,U,U,U	10:101089331-101089339-MMMM	4	OT	M,M,M,M	R00906-04-4_human	347	0.011527377521613832
101089332,101089334,101089337,101089340	M,M,M,M	10:101089331-101089339-MMMM	336	OB	M,M,M,M	R00906-04-4_human	344	0.9767441860465116
101089332,101089334,101089337,101089340	M,U,U,M	10:101089331-101089339-MMMM	2	OB	M,M,M,M	R00906-04-4_human	344	0.005813953488372093
101089332,101089334,101089337,101089340	U,M,M,M	10:101089331-101089339-MMMM	1	OB	M,M,M,M	R00906-04-4_human	344	0.0029069767441860465
101089332,101089334,101089337,101089340	U,U,U,M	10:101089331-101089339-MMMM	2	OB	M,M,M,M	R00906-04-4_human	344	0.005813953488372093
101089332,101089334,101089337,101089340	U,U,U,U	10:101089331-101089339-MMMM	3	OB	M,M,M,M	R00906-04-4_human	344	0.00872093023255814
102894707,102894709	M,M	10:102894707-102894709-MM	343	OT	M,M	R00906-04-4_human	348	0.985632183908046
102894707,102894709	M,U	10:102894707-102894709-MM	2	OT	M,M	R00906-04-4_human	348	0.005747126436781609
102894707,102894709	U,U	10:102894707-102894709-MM	3	OT	M,M	R00906-04-4_human	348	0.008620689655172414
102894708,102894710	M,M	10:102894707-102894709-MM	140	OB	M,M	R00906-04-4_human	143	0.9790209790209791
102894708,102894710	U,M	10:102894707-102894709-MM	3	OB	M,M	R00906-04-4_human	143	0.02097902097902098
102894874,102894891,102894893,102894895	M,M,M,M	10:102894874-102894895-MMMM	8	OT	M,M,M,M	R00906-04-4_human	10	0.8
102894874,102894891,102894893,102894895	U,M,M,M	10:102894874-102894895-MMMM	2	OT	M,M,M,M	R00906-04-4_human	10	0.2
102894875,102894892,102894894,102894896	M,M,M,M	10:102894874-102894895-MMMM	106	OB	M,M,M,M	R00906-04-4_human	109	0.9724770642201835
102894875,102894892,102894894,102894896	M,M,M,U	10:102894874-102894895-MMMM	1	OB	M,M,M,M	R00906-04-4_human	109	0.009174311926605505
102894875,102894892,102894894,102894896	U,M,M,U	10:102894874-102894895-MMMM	1	OB	M,M,M,M	R00906-04-4_human	109	0.009174311926605505
102894875,102894892,102894894,102894896	U,U,U,U	10:102894874-102894895-MMMM	1	OB	M,M,M,M	R00906-04-4_human	109	0.009174311926605505
102894960,102894979,102894982	M,M,M	10:102894960-102894982-MMM	112	OT	M,M,M	R00906-04-4_human	115	0.9739130434782609
102894960,102894979,102894982	M,U,U	10:102894960-102894982-MMM	1	OT	M,M,M	R00906-04-4_human	115	0.008695652173913044
