Haplo_coord	Haplo_status	haplo_pattern	Counts	Capture_chain	Target_status	Sample	groupsum	proportion
101089059,101089077	M,M	10:101089059-101089077-MM	144	OT	M,M	R00906-04-2_human	151	0.9536423841059603
101089059,101089077	U,U	10:101089059-101089077-MM	7	OT	M,M	R00906-04-2_human	151	0.046357615894039736
101089060,101089078	M,M	10:101089059-101089077-MM	133	OB	M,M	R00906-04-2_human	137	0.9708029197080292
101089060,101089078	U,U	10:101089059-101089077-MM	4	OB	M,M	R00906-04-2_human	137	0.029197080291970802
101089190,101089205,101089210	M,M,M	10:101089190-101089210-MMM	116	OT	M,M,M	R00906-04-2_human	121	0.9586776859504132
101089190,101089205,101089210	U,U,U	10:101089190-101089210-MMM	5	OT	M,M,M	R00906-04-2_human	121	0.04132231404958678
101089191,101089206,101089211	M,M,M	10:101089190-101089210-MMM	103	OB	M,M,M	R00906-04-2_human	106	0.9716981132075472
101089191,101089206,101089211	U,U,U	10:101089190-101089210-MMM	3	OB	M,M,M	R00906-04-2_human	106	0.02830188679245283
101089280,101089285,101089304,101089306	M,M,M,M	10:101089280-101089306-MMMM	118	OT	M,M,M,M	R00906-04-2_human	124	0.9516129032258065
101089280,101089285,101089304,101089306	U,U,U,U	10:101089280-101089306-MMMM	6	OT	M,M,M,M	R00906-04-2_human	124	0.04838709677419355
101089281,101089286,101089305,101089307	M,M,M,M	10:101089280-101089306-MMMM	110	OB	M,M,M,M	R00906-04-2_human	117	0.9401709401709402
101089281,101089286,101089305,101089307	M,M,U,M	10:101089280-101089306-MMMM	1	OB	M,M,M,M	R00906-04-2_human	117	0.008547008547008548
101089281,101089286,101089305,101089307	U,M,M,M	10:101089280-101089306-MMMM	3	OB	M,M,M,M	R00906-04-2_human	117	0.02564102564102564
101089281,101089286,101089305,101089307	U,U,U,U	10:101089280-101089306-MMMM	3	OB	M,M,M,M	R00906-04-2_human	117	0.02564102564102564
101089331,101089333,101089336,101089339	M,M,M,M	10:101089331-101089339-MMMM	122	OT	M,M,M,M	R00906-04-2_human	131	0.9312977099236641
101089331,101089333,101089336,101089339	M,U,M,M	10:101089331-101089339-MMMM	1	OT	M,M,M,M	R00906-04-2_human	131	0.007633587786259542
101089331,101089333,101089336,101089339	U,M,M,M	10:101089331-101089339-MMMM	2	OT	M,M,M,M	R00906-04-2_human	131	0.015267175572519083
101089331,101089333,101089336,101089339	U,U,U,U	10:101089331-101089339-MMMM	6	OT	M,M,M,M	R00906-04-2_human	131	0.04580152671755725
101089332,101089334,101089337,101089340	M,M,M,M	10:101089331-101089339-MMMM	133	OB	M,M,M,M	R00906-04-2_human	140	0.95
101089332,101089334,101089337,101089340	U,M,M,M	10:101089331-101089339-MMMM	2	OB	M,M,M,M	R00906-04-2_human	140	0.014285714285714285
101089332,101089334,101089337,101089340	U,U,U,U	10:101089331-101089339-MMMM	5	OB	M,M,M,M	R00906-04-2_human	140	0.03571428571428571
102894707,102894709	M,M	10:102894707-102894709-MM	204	OT	M,M	R00906-04-2_human	216	0.9444444444444444
102894707,102894709	M,U	10:102894707-102894709-MM	7	OT	M,M	R00906-04-2_human	216	0.032407407407407406
102894707,102894709	U,M	10:102894707-102894709-MM	1	OT	M,M	R00906-04-2_human	216	0.004629629629629629
102894707,102894709	U,U	10:102894707-102894709-MM	4	OT	M,M	R00906-04-2_human	216	0.018518518518518517
102894708,102894710	M,M	10:102894707-102894709-MM	62	OB	M,M	R00906-04-2_human	68	0.9117647058823529
102894708,102894710	M,U	10:102894707-102894709-MM	1	OB	M,M	R00906-04-2_human	68	0.014705882352941176
102894708,102894710	U,M	10:102894707-102894709-MM	2	OB	M,M	R00906-04-2_human	68	0.029411764705882353
102894708,102894710	U,U	10:102894707-102894709-MM	3	OB	M,M	R00906-04-2_human	68	0.04411764705882353
102894874,102894891,102894893,102894895	M,M,M,M	10:102894874-102894895-MMMM	8	OT	M,M,M,M	R00906-04-2_human	15	0.5333333333333333
102894874,102894891,102894893,102894895	U,M,M,M	10:102894874-102894895-MMMM	7	OT	M,M,M,M	R00906-04-2_human	15	0.4666666666666667
102894875,102894892,102894894,102894896	M,M,M,M	10:102894874-102894895-MMMM	51	OB	M,M,M,M	R00906-04-2_human	70	0.7285714285714285
102894875,102894892,102894894,102894896	U,M,M,M	10:102894874-102894895-MMMM	19	OB	M,M,M,M	R00906-04-2_human	70	0.2714285714285714
102894960,102894979,102894982	M,M,M	10:102894960-102894982-MMM	47	OT	M,M,M	R00906-04-2_human	53	0.8867924528301887
102894960,102894979,102894982	U,U,U	10:102894960-102894982-MMM	6	OT	M,M,M	R00906-04-2_human	53	0.11320754716981132
102894961,102894980,102894983	M,M,M	10:102894960-102894982-MMM	29	OB	M,M,M	R00906-04-2_human	68	0.4264705882352941
102894961,102894980,102894983	M,U,U	10:102894960-102894982-MMM	12	OB	M,M,M	R00906-04-2_human	68	0.17647058823529413
102894961,102894980,102894983	U,M,U	10:102894960-102894982-MMM	1	OB	M,M,M	R00906-04-2_human	68	0.014705882352941176
102894961,102894980,102894983	U,U,M	10:102894960-102894982-MMM	2	OB	M,M,M	R00906-04-2_human	68	0.029411764705882353
102894961,102894980,102894983	U,U,U	10:102894960-102894982-MMM	24	OB	M,M,M	R00906-04-2_human	68	0.35294117647058826
102895106,102895112,102895133	M,M,M	10:102895106-102895133-MMM	134	OT	M,M,M	R00906-04-2_human	149	0.8993288590604027
102895106,102895112,102895133	M,M,U	10:102895106-102895133-MMM	10	OT	M,M,M	R00906-04-2_human	149	0.06711409395973154
102895106,102895112,102895133	U,M,M	10:102895106-102895133-MMM	3	OT	M,M,M	R00906-04-2_human	149	0.020134228187919462
102895106,102895112,102895133	U,M,U	10:102895106-102895133-MMM	1	OT	M,M,M	R00906-04-2_human	149	0.006711409395973154
102895106,102895112,102895133	U,U,U	10:102895106-102895133-MMM	1	OT	M,M,M	R00906-04-2_human	149	0.006711409395973154
102895107,102895113,102895134	M,M,M	10:102895106-102895133-MMM	239	OB	M,M,M	R00906-04-2_human	291	0.8213058419243986
102895107,102895113,102895134	M,M,U	10:102895106-102895133-MMM	39	OB	M,M,M	R00906-04-2_human	291	0.13402061855670103
102895107,102895113,102895134	M,U,M	10:102895106-102895133-MMM	1	OB	M,M,M	R00906-04-2_human	291	0.003436426116838488
102895107,102895113,102895134	M,U,U	10:102895106-102895133-MMM	4	OB	M,M,M	R00906-04-2_human	291	0.013745704467353952
102895107,102895113,102895134	U,M,M	10:102895106-102895133-MMM	4	OB	M,M,M	R00906-04-2_human	291	0.013745704467353952
102895107,102895113,102895134	U,U,U	10:102895106-102895133-MMM	4	OB	M,M,M	R00906-04-2_human	291	0.013745704467353952
