Haplo_coord	Haplo_status	haplo_pattern	Counts	Capture_chain	Target_status	Sample	groupsum	proportion
101089059,101089077	U,U	10:101089059-101089077-MM	15	OT	M,M	R00906-02-1_human	15	1.0
101089060,101089078	U,U	10:101089059-101089077-MM	5	OB	M,M	R00906-02-1_human	5	1.0
101089190,101089205,101089210	U,U,U	10:101089190-101089210-MMM	15	OT	M,M,M	R00906-02-1_human	15	1.0
101089191,101089206,101089211	U,U,U	10:101089190-101089210-MMM	4	OB	M,M,M	R00906-02-1_human	4	1.0
101089280,101089285,101089304,101089306	U,U,U,U	10:101089280-101089306-MMMM	19	OT	M,M,M,M	R00906-02-1_human	19	1.0
101089281,101089286,101089305,101089307	U,U,U,U	10:101089280-101089306-MMMM	11	OB	M,M,M,M	R00906-02-1_human	11	1.0
101089331,101089333,101089336,101089339	U,U,U,U	10:101089331-101089339-MMMM	15	OT	M,M,M,M	R00906-02-1_human	15	1.0
101089332,101089334,101089337,101089340	U,U,U,U	10:101089331-101089339-MMMM	11	OB	M,M,M,M	R00906-02-1_human	11	1.0
102894707,102894709	M,M	10:102894707-102894709-MM	75	OT	M,M	R00906-02-1_human	87	0.8620689655172413
102894707,102894709	U,M	10:102894707-102894709-MM	4	OT	M,M	R00906-02-1_human	87	0.04597701149425287
102894707,102894709	U,U	10:102894707-102894709-MM	8	OT	M,M	R00906-02-1_human	87	0.09195402298850575
102894708,102894710	M,M	10:102894707-102894709-MM	15	OB	M,M	R00906-02-1_human	23	0.6521739130434783
102894708,102894710	U,U	10:102894707-102894709-MM	8	OB	M,M	R00906-02-1_human	23	0.34782608695652173
102894874,102894891,102894893,102894895	U,M,M,M	10:102894874-102894895-MMMM	3	OT	M,M,M,M	R00906-02-1_human	4	0.75
102894874,102894891,102894893,102894895	U,U,U,U	10:102894874-102894895-MMMM	1	OT	M,M,M,M	R00906-02-1_human	4	0.25
102894875,102894892,102894894,102894896	M,M,M,M	10:102894874-102894895-MMMM	18	OB	M,M,M,M	R00906-02-1_human	32	0.5625
102894875,102894892,102894894,102894896	U,M,M,M	10:102894874-102894895-MMMM	13	OB	M,M,M,M	R00906-02-1_human	32	0.40625
102894875,102894892,102894894,102894896	U,U,U,U	10:102894874-102894895-MMMM	1	OB	M,M,M,M	R00906-02-1_human	32	0.03125
102894960,102894979,102894982	M,M,M	10:102894960-102894982-MMM	1	OT	M,M,M	R00906-02-1_human	4	0.25
102894960,102894979,102894982	M,M,U	10:102894960-102894982-MMM	1	OT	M,M,M	R00906-02-1_human	4	0.25
102894960,102894979,102894982	U,U,M	10:102894960-102894982-MMM	1	OT	M,M,M	R00906-02-1_human	4	0.25
102894960,102894979,102894982	U,U,U	10:102894960-102894982-MMM	1	OT	M,M,M	R00906-02-1_human	4	0.25
102894961,102894980,102894983	M,M,M	10:102894960-102894982-MMM	2	OB	M,M,M	R00906-02-1_human	53	0.03773584905660377
102894961,102894980,102894983	M,M,U	10:102894960-102894982-MMM	2	OB	M,M,M	R00906-02-1_human	53	0.03773584905660377
102894961,102894980,102894983	M,U,M	10:102894960-102894982-MMM	2	OB	M,M,M	R00906-02-1_human	53	0.03773584905660377
