Haplo_coord	Haplo_status	haplo_pattern	Counts	Capture_chain	Target_status	Sample	groupsum	proportion
101089059,101089077	M,M	10:101089059-101089077-MM	8	OT	M,M	R00906-06-3_human	532	0.015037593984962405
101089059,101089077	U,M	10:101089059-101089077-MM	1	OT	M,M	R00906-06-3_human	532	0.0018796992481203006
101089059,101089077	U,U	10:101089059-101089077-MM	523	OT	M,M	R00906-06-3_human	532	0.9830827067669173
101089060,101089078	M,M	10:101089059-101089077-MM	15	OB	M,M	R00906-06-3_human	496	0.03024193548387097
101089060,101089078	U,M	10:101089059-101089077-MM	1	OB	M,M	R00906-06-3_human	496	0.0020161290322580645
101089060,101089078	U,U	10:101089059-101089077-MM	480	OB	M,M	R00906-06-3_human	496	0.967741935483871
101089190,101089205,101089210	M,M,M	10:101089190-101089210-MMM	6	OT	M,M,M	R00906-06-3_human	593	0.01011804384485666
101089190,101089205,101089210	U,U,U	10:101089190-101089210-MMM	587	OT	M,M,M	R00906-06-3_human	593	0.9898819561551433
101089191,101089206,101089211	M,M,M	10:101089190-101089210-MMM	9	OB	M,M,M	R00906-06-3_human	589	0.015280135823429542
101089191,101089206,101089211	U,U,M	10:101089190-101089210-MMM	1	OB	M,M,M	R00906-06-3_human	589	0.001697792869269949
101089191,101089206,101089211	U,U,U	10:101089190-101089210-MMM	579	OB	M,M,M	R00906-06-3_human	589	0.9830220713073005
101089280,101089285,101089304,101089306	M,M,M,M	10:101089280-101089306-MMMM	6	OT	M,M,M,M	R00906-06-3_human	677	0.008862629246676515
101089280,101089285,101089304,101089306	M,M,U,M	10:101089280-101089306-MMMM	1	OT	M,M,M,M	R00906-06-3_human	677	0.0014771048744460858
101089280,101089285,101089304,101089306	U,M,U,U	10:101089280-101089306-MMMM	1	OT	M,M,M,M	R00906-06-3_human	677	0.0014771048744460858
101089280,101089285,101089304,101089306	U,U,U,U	10:101089280-101089306-MMMM	669	OT	M,M,M,M	R00906-06-3_human	677	0.9881831610044313
101089281,101089286,101089305,101089307	M,M,M,M	10:101089280-101089306-MMMM	8	OB	M,M,M,M	R00906-06-3_human	542	0.014760147601476014
101089281,101089286,101089305,101089307	U,U,U,U	10:101089280-101089306-MMMM	534	OB	M,M,M,M	R00906-06-3_human	542	0.985239852398524
101089331,101089333,101089336,101089339	M,M,M,M	10:101089331-101089339-MMMM	10	OT	M,M,M,M	R00906-06-3_human	724	0.013812154696132596
101089331,101089333,101089336,101089339	U,M,U,U	10:101089331-101089339-MMMM	1	OT	M,M,M,M	R00906-06-3_human	724	0.0013812154696132596
101089331,101089333,101089336,101089339	U,U,U,U	10:101089331-101089339-MMMM	713	OT	M,M,M,M	R00906-06-3_human	724	0.9848066298342542
101089332,101089334,101089337,101089340	M,M,M,M	10:101089331-101089339-MMMM	11	OB	M,M,M,M	R00906-06-3_human	620	0.017741935483870968
101089332,101089334,101089337,101089340	U,U,U,U	10:101089331-101089339-MMMM	609	OB	M,M,M,M	R00906-06-3_human	620	0.9822580645161291
102894707,102894709	M,M	10:102894707-102894709-MM	156	OT	M,M	R00906-06-3_human	488	0.319672131147541
102894707,102894709	M,U	10:102894707-102894709-MM	15	OT	M,M	R00906-06-3_human	488	0.030737704918032786
102894707,102894709	U,M	10:102894707-102894709-MM	13	OT	M,M	R00906-06-3_human	488	0.02663934426229508
102894707,102894709	U,U	10:102894707-102894709-MM	304	OT	M,M	R00906-06-3_human	488	0.6229508196721312
102894708,102894710	M,M	10:102894707-102894709-MM	132	OB	M,M	R00906-06-3_human	411	0.32116788321167883
102894708,102894710	M,U	10:102894707-102894709-MM	11	OB	M,M	R00906-06-3_human	411	0.0267639902676399
102894708,102894710	U,M	10:102894707-102894709-MM	15	OB	M,M	R00906-06-3_human	411	0.0364963503649635
102894708,102894710	U,U	10:102894707-102894709-MM	253	OB	M,M	R00906-06-3_human	411	0.6155717761557178
102894874,102894891,102894893,102894895	M,M,M,M	10:102894874-102894895-MMMM	21	OT	M,M,M,M	R00906-06-3_human	180	0.11666666666666667
102894874,102894891,102894893,102894895	M,U,M,M	10:102894874-102894895-MMMM	1	OT	M,M,M,M	R00906-06-3_human	180	0.005555555555555556
