Haplo_coord	Haplo_status	haplo_pattern	Counts	Capture_chain	Target_status	Sample	groupsum	proportion
101089059,101089077	M,M	10:101089059-101089077-MM	160	OT	M,M	R00906-08-4_human	477	0.33542976939203356
101089059,101089077	M,U	10:101089059-101089077-MM	2	OT	M,M	R00906-08-4_human	477	0.0041928721174004195
101089059,101089077	U,M	10:101089059-101089077-MM	3	OT	M,M	R00906-08-4_human	477	0.006289308176100629
101089059,101089077	U,U	10:101089059-101089077-MM	312	OT	M,M	R00906-08-4_human	477	0.6540880503144654
101089060,101089078	M,M	10:101089059-101089077-MM	181	OB	M,M	R00906-08-4_human	507	0.35700197238658776
101089060,101089078	M,U	10:101089059-101089077-MM	2	OB	M,M	R00906-08-4_human	507	0.0039447731755424065
101089060,101089078	U,M	10:101089059-101089077-MM	1	OB	M,M	R00906-08-4_human	507	0.0019723865877712033
101089060,101089078	U,U	10:101089059-101089077-MM	323	OB	M,M	R00906-08-4_human	507	0.6370808678500987
101089190,101089205,101089210	M,M,M	10:101089190-101089210-MMM	119	OT	M,M,M	R00906-08-4_human	478	0.2489539748953975
101089190,101089205,101089210	M,M,U	10:101089190-101089210-MMM	2	OT	M,M,M	R00906-08-4_human	478	0.0041841004184100415
101089190,101089205,101089210	M,U,M	10:101089190-101089210-MMM	2	OT	M,M,M	R00906-08-4_human	478	0.0041841004184100415
101089190,101089205,101089210	U,M,M	10:101089190-101089210-MMM	1	OT	M,M,M	R00906-08-4_human	478	0.0020920502092050207
101089190,101089205,101089210	U,U,U	10:101089190-101089210-MMM	354	OT	M,M,M	R00906-08-4_human	478	0.7405857740585774
101089191,101089206,101089211	M,M,M	10:101089190-101089210-MMM	183	OB	M,M,M	R00906-08-4_human	539	0.3395176252319109
101089191,101089206,101089211	M,U,M	10:101089190-101089210-MMM	1	OB	M,M,M	R00906-08-4_human	539	0.0018552875695732839
101089191,101089206,101089211	U,U,U	10:101089190-101089210-MMM	355	OB	M,M,M	R00906-08-4_human	539	0.6586270871985158
101089280,101089285,101089304,101089306	M,M,M,M	10:101089280-101089306-MMMM	153	OT	M,M,M,M	R00906-08-4_human	556	0.2751798561151079
101089280,101089285,101089304,101089306	M,M,U,M	10:101089280-101089306-MMMM	3	OT	M,M,M,M	R00906-08-4_human	556	0.00539568345323741
101089280,101089285,101089304,101089306	M,M,U,U	10:101089280-101089306-MMMM	1	OT	M,M,M,M	R00906-08-4_human	556	0.0017985611510791368
101089280,101089285,101089304,101089306	U,M,M,M	10:101089280-101089306-MMMM	2	OT	M,M,M,M	R00906-08-4_human	556	0.0035971223021582736
101089280,101089285,101089304,101089306	U,U,U,U	10:101089280-101089306-MMMM	397	OT	M,M,M,M	R00906-08-4_human	556	0.7140287769784173
101089281,101089286,101089305,101089307	M,M,M,M	10:101089280-101089306-MMMM	194	OB	M,M,M,M	R00906-08-4_human	532	0.36466165413533835
101089281,101089286,101089305,101089307	M,M,U,M	10:101089280-101089306-MMMM	1	OB	M,M,M,M	R00906-08-4_human	532	0.0018796992481203006
101089281,101089286,101089305,101089307	U,M,M,M	10:101089280-101089306-MMMM	1	OB	M,M,M,M	R00906-08-4_human	532	0.0018796992481203006
101089281,101089286,101089305,101089307	U,U,M,M	10:101089280-101089306-MMMM	1	OB	M,M,M,M	R00906-08-4_human	532	0.0018796992481203006
101089281,101089286,101089305,101089307	U,U,U,U	10:101089280-101089306-MMMM	335	OB	M,M,M,M	R00906-08-4_human	532	0.6296992481203008
101089331,101089333,101089336,101089339	M,M,M,M	10:101089331-101089339-MMMM	221	OT	M,M,M,M	R00906-08-4_human	623	0.3547351524879615
101089331,101089333,101089336,101089339	M,M,U,U	10:101089331-101089339-MMMM	1	OT	M,M,M,M	R00906-08-4_human	623	0.0016051364365971107
101089331,101089333,101089336,101089339	U,U,M,U	10:101089331-101089339-MMMM	3	OT	M,M,M,M	R00906-08-4_human	623	0.004815409309791332
101089331,101089333,101089336,101089339	U,U,U,U	10:101089331-101089339-MMMM	398	OT	M,M,M,M	R00906-08-4_human	623	0.6388443017656501
101089332,101089334,101089337,101089340	M,M,M,M	10:101089331-101089339-MMMM	223	OB	M,M,M,M	R00906-08-4_human	591	0.377326565143824
101089332,101089334,101089337,101089340	M,U,U,M	10:101089331-101089339-MMMM	1	OB	M,M,M,M	R00906-08-4_human	591	0.001692047377326565
101089332,101089334,101089337,101089340	M,U,U,U	10:101089331-101089339-MMMM	1	OB	M,M,M,M	R00906-08-4_human	591	0.001692047377326565
101089332,101089334,101089337,101089340	U,U,U,U	10:101089331-101089339-MMMM	366	OB	M,M,M,M	R00906-08-4_human	591	0.6192893401015228
102894707,102894709	M,M	10:102894707-102894709-MM	309	OT	M,M	R00906-08-4_human	504	0.6130952380952381
102894707,102894709	M,U	10:102894707-102894709-MM	10	OT	M,M	R00906-08-4_human	504	0.01984126984126984
102894707,102894709	U,M	10:102894707-102894709-MM	7	OT	M,M	R00906-08-4_human	504	0.013888888888888888
102894707,102894709	U,U	10:102894707-102894709-MM	178	OT	M,M	R00906-08-4_human	504	0.3531746031746032
102894708,102894710	M,M	10:102894707-102894709-MM	263	OB	M,M	R00906-08-4_human	455	0.578021978021978
102894708,102894710	M,U	10:102894707-102894709-MM	7	OB	M,M	R00906-08-4_human	455	0.015384615384615385
102894708,102894710	U,M	10:102894707-102894709-MM	7	OB	M,M	R00906-08-4_human	455	0.015384615384615385
102894708,102894710	U,U	10:102894707-102894709-MM	178	OB	M,M	R00906-08-4_human	455	0.3912087912087912
102894874,102894891,102894893,102894895	M,M,M,M	10:102894874-102894895-MMMM	79	OT	M,M,M,M	R00906-08-4_human	176	0.44886363636363635
102894874,102894891,102894893,102894895	M,M,U,U	10:102894874-102894895-MMMM	1	OT	M,M,M,M	R00906-08-4_human	176	0.005681818181818182
102894874,102894891,102894893,102894895	M,U,M,M	10:102894874-102894895-MMMM	1	OT	M,M,M,M	R00906-08-4_human	176	0.005681818181818182
102894874,102894891,102894893,102894895	M,U,M,U	10:102894874-102894895-MMMM	1	OT	M,M,M,M	R00906-08-4_human	176	0.005681818181818182
102894874,102894891,102894893,102894895	U,M,M,M	10:102894874-102894895-MMMM	22	OT	M,M,M,M	R00906-08-4_human	176	0.125
102894874,102894891,102894893,102894895	U,U,M,M	10:102894874-102894895-MMMM	1	OT	M,M,M,M	R00906-08-4_human	176	0.005681818181818182
102894874,102894891,102894893,102894895	U,U,U,U	10:102894874-102894895-MMMM	71	OT	M,M,M,M	R00906-08-4_human	176	0.4034090909090909
102894875,102894892,102894894,102894896	M,M,M,M	10:102894874-102894895-MMMM	107	OB	M,M,M,M	R00906-08-4_human	212	0.5047169811320755
102894875,102894892,102894894,102894896	M,M,U,M	10:102894874-102894895-MMMM	1	OB	M,M,M,M	R00906-08-4_human	212	0.0047169811320754715
102894875,102894892,102894894,102894896	M,U,U,U	10:102894874-102894895-MMMM	1	OB	M,M,M,M	R00906-08-4_human	212	0.0047169811320754715
102894875,102894892,102894894,102894896	U,M,M,M	10:102894874-102894895-MMMM	20	OB	M,M,M,M	R00906-08-4_human	212	0.09433962264150944
102894875,102894892,102894894,102894896	U,M,U,U	10:102894874-102894895-MMMM	2	OB	M,M,M,M	R00906-08-4_human	212	0.009433962264150943
102894875,102894892,102894894,102894896	U,U,M,U	10:102894874-102894895-MMMM	1	OB	M,M,M,M	R00906-08-4_human	212	0.0047169811320754715
102894875,102894892,102894894,102894896	U,U,U,U	10:102894874-102894895-MMMM	80	OB	M,M,M,M	R00906-08-4_human	212	0.37735849056603776
102894960,102894979,102894982	M,M,M	10:102894960-102894982-MMM	84	OT	M,M,M	R00906-08-4_human	174	0.4827586206896552
102894960,102894979,102894982	M,U,U	10:102894960-102894982-MMM	8	OT	M,M,M	R00906-08-4_human	174	0.04597701149425287
102894960,102894979,102894982	U,U,U	10:102894960-102894982-MMM	82	OT	M,M,M	R00906-08-4_human	174	0.47126436781609193
102894961,102894980,102894983	M,M,M	10:102894960-102894982-MMM	58	OB	M,M,M	R00906-08-4_human	154	0.37662337662337664
102894961,102894980,102894983	M,U,M	10:102894960-102894982-MMM	1	OB	M,M,M	R00906-08-4_human	154	0.006493506493506494
102894961,102894980,102894983	M,U,U	10:102894960-102894982-MMM	6	OB	M,M,M	R00906-08-4_human	154	0.03896103896103896
102894961,102894980,102894983	U,U,U	10:102894960-102894982-MMM	89	OB	M,M,M	R00906-08-4_human	154	0.577922077922078
102895106,102895112,102895133	M,M,M	10:102895106-102895133-MMM	152	OT	M,M,M	R00906-08-4_human	287	0.5296167247386759
102895106,102895112,102895133	M,M,U	10:102895106-102895133-MMM	32	OT	M,M,M	R00906-08-4_human	287	0.11149825783972125
102895106,102895112,102895133	M,U,M	10:102895106-102895133-MMM	1	OT	M,M,M	R00906-08-4_human	287	0.003484320557491289
102895106,102895112,102895133	M,U,U	10:102895106-102895133-MMM	4	OT	M,M,M	R00906-08-4_human	287	0.013937282229965157
102895106,102895112,102895133	U,M,M	10:102895106-102895133-MMM	4	OT	M,M,M	R00906-08-4_human	287	0.013937282229965157
102895106,102895112,102895133	U,M,U	10:102895106-102895133-MMM	6	OT	M,M,M	R00906-08-4_human	287	0.020905923344947737
102895106,102895112,102895133	U,U,M	10:102895106-102895133-MMM	2	OT	M,M,M	R00906-08-4_human	287	0.006968641114982578
102895106,102895112,102895133	U,U,U	10:102895106-102895133-MMM	86	OT	M,M,M	R00906-08-4_human	287	0.29965156794425085
102895107,102895113,102895134	M,M,M	10:102895106-102895133-MMM	150	OB	M,M,M	R00906-08-4_human	336	0.44642857142857145
102895107,102895113,102895134	M,M,U	10:102895106-102895133-MMM	40	OB	M,M,M	R00906-08-4_human	336	0.11904761904761904
102895107,102895113,102895134	M,U,M	10:102895106-102895133-MMM	5	OB	M,M,M	R00906-08-4_human	336	0.01488095238095238
102895107,102895113,102895134	M,U,U	10:102895106-102895133-MMM	3	OB	M,M,M	R00906-08-4_human	336	0.008928571428571428
102895107,102895113,102895134	U,M,U	10:102895106-102895133-MMM	4	OB	M,M,M	R00906-08-4_human	336	0.011904761904761904
102895107,102895113,102895134	U,U,M	10:102895106-102895133-MMM	3	OB	M,M,M	R00906-08-4_human	336	0.008928571428571428
102895107,102895113,102895134	U,U,U	10:102895106-102895133-MMM	131	OB	M,M,M	R00906-08-4_human	336	0.3898809523809524
105877944,105877952	M,M	10:105877944-105877952-UU	120	OT	U,U	R00906-08-4_human	211	0.5687203791469194
105877944,105877952	U,U	10:105877944-105877952-UU	91	OT	U,U	R00906-08-4_human	211	0.4312796208530806
105877945,105877953	M,M	10:105877944-105877952-UU	155	OB	U,U	R00906-08-4_human	396	0.39141414141414144
105877945,105877953	U,M	10:105877944-105877952-UU	1	OB	U,U	R00906-08-4_human	396	0.0025252525252525255
105877945,105877953	U,U	10:105877944-105877952-UU	240	OB	U,U	R00906-08-4_human	396	0.6060606060606061
105877988,105877993	M,M	10:105877988-105877993-UU	151	OT	U,U	R00906-08-4_human	272	0.5551470588235294
105877988,105877993	U,U	10:105877988-105877993-UU	121	OT	U,U	R00906-08-4_human	272	0.44485294117647056
105877989,105877994	M,M	10:105877988-105877993-UU	181	OB	U,U	R00906-08-4_human	465	0.38924731182795697
105877989,105877994	M,U	10:105877988-105877993-UU	1	OB	U,U	R00906-08-4_human	465	0.002150537634408602
105877989,105877994	U,M	10:105877988-105877993-UU	1	OB	U,U	R00906-08-4_human	465	0.002150537634408602
105877989,105877994	U,U	10:105877988-105877993-UU	282	OB	U,U	R00906-08-4_human	465	0.6064516129032258
106400278,106400285,106400289,106400299,106400301,106400305	M,M,M,M,M,M	10:106400278-106400305-MMMMMM	125	OT	M,M,M,M,M,M	R00906-08-4_human	421	0.29691211401425177
106400278,106400285,106400289,106400299,106400301,106400305	M,M,M,M,M,U	10:106400278-106400305-MMMMMM	1	OT	M,M,M,M,M,M	R00906-08-4_human	421	0.0023752969121140144
106400278,106400285,106400289,106400299,106400301,106400305	M,M,U,M,M,M	10:106400278-106400305-MMMMMM	2	OT	M,M,M,M,M,M	R00906-08-4_human	421	0.004750593824228029
106400278,106400285,106400289,106400299,106400301,106400305	M,U,M,M,M,M	10:106400278-106400305-MMMMMM	1	OT	M,M,M,M,M,M	R00906-08-4_human	421	0.0023752969121140144
106400278,106400285,106400289,106400299,106400301,106400305	U,U,U,M,U,U	10:106400278-106400305-MMMMMM	1	OT	M,M,M,M,M,M	R00906-08-4_human	421	0.0023752969121140144
106400278,106400285,106400289,106400299,106400301,106400305	U,U,U,U,M,U	10:106400278-106400305-MMMMMM	2	OT	M,M,M,M,M,M	R00906-08-4_human	421	0.004750593824228029
106400278,106400285,106400289,106400299,106400301,106400305	U,U,U,U,U,U	10:106400278-106400305-MMMMMM	289	OT	M,M,M,M,M,M	R00906-08-4_human	421	0.6864608076009501
106400279,106400286,106400290,106400300,106400302,106400306	M,M,M,M,M,M	10:106400278-106400305-MMMMMM	84	OB	M,M,M,M,M,M	R00906-08-4_human	202	0.4158415841584158
106400279,106400286,106400290,106400300,106400302,106400306	M,M,M,M,M,U	10:106400278-106400305-MMMMMM	2	OB	M,M,M,M,M,M	R00906-08-4_human	202	0.009900990099009901
106400279,106400286,106400290,106400300,106400302,106400306	U,M,M,M,M,M	10:106400278-106400305-MMMMMM	1	OB	M,M,M,M,M,M	R00906-08-4_human	202	0.0049504950495049506
106400279,106400286,106400290,106400300,106400302,106400306	U,U,U,M,M,U	10:106400278-106400305-MMMMMM	1	OB	M,M,M,M,M,M	R00906-08-4_human	202	0.0049504950495049506
