Haplo_coord	Haplo_status	haplo_pattern	Counts	Capture_chain	Target_status	Sample	groupsum	proportion
101089059,101089077	M,M	10:101089059-101089077-MM	580	OT	M,M	R00906-04-6_human	591	0.9813874788494078
101089059,101089077	M,U	10:101089059-101089077-MM	8	OT	M,M	R00906-04-6_human	591	0.01353637901861252
101089059,101089077	U,M	10:101089059-101089077-MM	2	OT	M,M	R00906-04-6_human	591	0.00338409475465313
101089059,101089077	U,U	10:101089059-101089077-MM	1	OT	M,M	R00906-04-6_human	591	0.001692047377326565
101089060,101089078	M,M	10:101089059-101089077-MM	573	OB	M,M	R00906-04-6_human	577	0.9930675909878682
101089060,101089078	U,M	10:101089059-101089077-MM	2	OB	M,M	R00906-04-6_human	577	0.0034662045060658577
101089060,101089078	U,U	10:101089059-101089077-MM	2	OB	M,M	R00906-04-6_human	577	0.0034662045060658577
101089190,101089205,101089210	M,M,M	10:101089190-101089210-MMM	411	OT	M,M,M	R00906-04-6_human	418	0.9832535885167464
101089190,101089205,101089210	U,M,M	10:101089190-101089210-MMM	3	OT	M,M,M	R00906-04-6_human	418	0.007177033492822967
101089190,101089205,101089210	U,U,U	10:101089190-101089210-MMM	4	OT	M,M,M	R00906-04-6_human	418	0.009569377990430622
101089191,101089206,101089211	M,M,M	10:101089190-101089210-MMM	573	OB	M,M,M	R00906-04-6_human	581	0.9862306368330465
101089191,101089206,101089211	M,M,U	10:101089190-101089210-MMM	2	OB	M,M,M	R00906-04-6_human	581	0.0034423407917383822
101089191,101089206,101089211	M,U,M	10:101089190-101089210-MMM	3	OB	M,M,M	R00906-04-6_human	581	0.0051635111876075735
101089191,101089206,101089211	U,M,M	10:101089190-101089210-MMM	3	OB	M,M,M	R00906-04-6_human	581	0.0051635111876075735
101089280,101089285,101089304,101089306	M,M,M,M	10:101089280-101089306-MMMM	447	OT	M,M,M,M	R00906-04-6_human	449	0.9955456570155902
101089280,101089285,101089304,101089306	M,M,U,M	10:101089280-101089306-MMMM	1	OT	M,M,M,M	R00906-04-6_human	449	0.0022271714922048997
101089280,101089285,101089304,101089306	U,M,M,M	10:101089280-101089306-MMMM	1	OT	M,M,M,M	R00906-04-6_human	449	0.0022271714922048997
101089281,101089286,101089305,101089307	M,M,M,M	10:101089280-101089306-MMMM	474	OB	M,M,M,M	R00906-04-6_human	482	0.983402489626556
101089281,101089286,101089305,101089307	M,M,M,U	10:101089280-101089306-MMMM	1	OB	M,M,M,M	R00906-04-6_human	482	0.002074688796680498
101089281,101089286,101089305,101089307	M,U,M,M	10:101089280-101089306-MMMM	2	OB	M,M,M,M	R00906-04-6_human	482	0.004149377593360996
101089281,101089286,101089305,101089307	U,M,M,M	10:101089280-101089306-MMMM	5	OB	M,M,M,M	R00906-04-6_human	482	0.01037344398340249
101089331,101089333,101089336,101089339	M,M,M,M	10:101089331-101089339-MMMM	539	OT	M,M,M,M	R00906-04-6_human	546	0.9871794871794872
101089331,101089333,101089336,101089339	M,M,U,M	10:101089331-101089339-MMMM	2	OT	M,M,M,M	R00906-04-6_human	546	0.003663003663003663
101089331,101089333,101089336,101089339	M,U,M,M	10:101089331-101089339-MMMM	3	OT	M,M,M,M	R00906-04-6_human	546	0.005494505494505495
