Haplo_coord	Haplo_status	haplo_pattern	Counts	Capture_chain	Target_status	Sample	groupsum	proportion
101089059,101089077	M,M	10:101089059-101089077-MM	112	OT	M,M	R00906-04-1_human	125	0.896
101089059,101089077	M,U	10:101089059-101089077-MM	3	OT	M,M	R00906-04-1_human	125	0.024
101089059,101089077	U,U	10:101089059-101089077-MM	10	OT	M,M	R00906-04-1_human	125	0.08
101089060,101089078	M,M	10:101089059-101089077-MM	90	OB	M,M	R00906-04-1_human	96	0.9375
101089060,101089078	U,M	10:101089059-101089077-MM	1	OB	M,M	R00906-04-1_human	96	0.010416666666666666
101089060,101089078	U,U	10:101089059-101089077-MM	5	OB	M,M	R00906-04-1_human	96	0.052083333333333336
101089190,101089205,101089210	M,M,M	10:101089190-101089210-MMM	80	OT	M,M,M	R00906-04-1_human	86	0.9302325581395349
101089190,101089205,101089210	U,M,M	10:101089190-101089210-MMM	1	OT	M,M,M	R00906-04-1_human	86	0.011627906976744186
101089190,101089205,101089210	U,U,U	10:101089190-101089210-MMM	5	OT	M,M,M	R00906-04-1_human	86	0.05813953488372093
101089191,101089206,101089211	M,M,M	10:101089190-101089210-MMM	90	OB	M,M,M	R00906-04-1_human	93	0.967741935483871
101089191,101089206,101089211	U,U,U	10:101089190-101089210-MMM	3	OB	M,M,M	R00906-04-1_human	93	0.03225806451612903
101089280,101089285,101089304,101089306	M,M,M,M	10:101089280-101089306-MMMM	90	OT	M,M,M,M	R00906-04-1_human	95	0.9473684210526315
101089280,101089285,101089304,101089306	U,M,M,M	10:101089280-101089306-MMMM	1	OT	M,M,M,M	R00906-04-1_human	95	0.010526315789473684
101089280,101089285,101089304,101089306	U,U,U,U	10:101089280-101089306-MMMM	4	OT	M,M,M,M	R00906-04-1_human	95	0.042105263157894736
101089281,101089286,101089305,101089307	M,M,M,M	10:101089280-101089306-MMMM	106	OB	M,M,M,M	R00906-04-1_human	114	0.9298245614035088
101089281,101089286,101089305,101089307	U,M,M,M	10:101089280-101089306-MMMM	3	OB	M,M,M,M	R00906-04-1_human	114	0.02631578947368421
101089281,101089286,101089305,101089307	U,U,U,U	10:101089280-101089306-MMMM	5	OB	M,M,M,M	R00906-04-1_human	114	0.043859649122807015
101089331,101089333,101089336,101089339	M,M,M,M	10:101089331-101089339-MMMM	106	OT	M,M,M,M	R00906-04-1_human	108	0.9814814814814815
101089331,101089333,101089336,101089339	U,U,U,U	10:101089331-101089339-MMMM	2	OT	M,M,M,M	R00906-04-1_human	108	0.018518518518518517
101089332,101089334,101089337,101089340	M,M,M,M	10:101089331-101089339-MMMM	112	OB	M,M,M,M	R00906-04-1_human	117	0.9572649572649573
101089332,101089334,101089337,101089340	U,U,U,U	10:101089331-101089339-MMMM	5	OB	M,M,M,M	R00906-04-1_human	117	0.042735042735042736
102894707,102894709	M,M	10:102894707-102894709-MM	176	OT	M,M	R00906-04-1_human	191	0.9214659685863874
102894707,102894709	M,U	10:102894707-102894709-MM	2	OT	M,M	R00906-04-1_human	191	0.010471204188481676
102894707,102894709	U,M	10:102894707-102894709-MM	1	OT	M,M	R00906-04-1_human	191	0.005235602094240838
102894707,102894709	U,U	10:102894707-102894709-MM	12	OT	M,M	R00906-04-1_human	191	0.06282722513089005
102894708,102894710	M,M	10:102894707-102894709-MM	56	OB	M,M	R00906-04-1_human	61	0.9180327868852459
