Haplo_coord	Haplo_status	haplo_pattern	Counts	Capture_chain	Target_status	Sample	groupsum	proportion
101089059,101089077	M,M	10:101089059-101089077-MM	384	OT	M,M	R00906-08-7_human	464	0.8275862068965517
101089059,101089077	M,U	10:101089059-101089077-MM	3	OT	M,M	R00906-08-7_human	464	0.00646551724137931
101089059,101089077	U,U	10:101089059-101089077-MM	77	OT	M,M	R00906-08-7_human	464	0.16594827586206898
101089060,101089078	M,M	10:101089059-101089077-MM	477	OB	M,M	R00906-08-7_human	568	0.8397887323943662
101089060,101089078	M,U	10:101089059-101089077-MM	2	OB	M,M	R00906-08-7_human	568	0.0035211267605633804
101089060,101089078	U,M	10:101089059-101089077-MM	2	OB	M,M	R00906-08-7_human	568	0.0035211267605633804
101089060,101089078	U,U	10:101089059-101089077-MM	87	OB	M,M	R00906-08-7_human	568	0.15316901408450703
101089190,101089205,101089210	M,M,M	10:101089190-101089210-MMM	268	OT	M,M,M	R00906-08-7_human	349	0.7679083094555874
101089190,101089205,101089210	M,M,U	10:101089190-101089210-MMM	4	OT	M,M,M	R00906-08-7_human	349	0.011461318051575931
101089190,101089205,101089210	M,U,M	10:101089190-101089210-MMM	1	OT	M,M,M	R00906-08-7_human	349	0.0028653295128939827
101089190,101089205,101089210	M,U,U	10:101089190-101089210-MMM	1	OT	M,M,M	R00906-08-7_human	349	0.0028653295128939827
101089190,101089205,101089210	U,U,U	10:101089190-101089210-MMM	75	OT	M,M,M	R00906-08-7_human	349	0.2148997134670487
101089191,101089206,101089211	M,M,M	10:101089190-101089210-MMM	405	OB	M,M,M	R00906-08-7_human	515	0.7864077669902912
101089191,101089206,101089211	M,M,U	10:101089190-101089210-MMM	1	OB	M,M,M	R00906-08-7_human	515	0.001941747572815534
101089191,101089206,101089211	M,U,M	10:101089190-101089210-MMM	1	OB	M,M,M	R00906-08-7_human	515	0.001941747572815534
101089191,101089206,101089211	M,U,U	10:101089190-101089210-MMM	2	OB	M,M,M	R00906-08-7_human	515	0.003883495145631068
101089191,101089206,101089211	U,M,M	10:101089190-101089210-MMM	1	OB	M,M,M	R00906-08-7_human	515	0.001941747572815534
101089191,101089206,101089211	U,U,U	10:101089190-101089210-MMM	105	OB	M,M,M	R00906-08-7_human	515	0.20388349514563106
101089280,101089285,101089304,101089306	M,M,M,M	10:101089280-101089306-MMMM	320	OT	M,M,M,M	R00906-08-7_human	411	0.7785888077858881
