Haplo_coord	Haplo_status	haplo_pattern	Counts	Capture_chain	Target_status	Sample	groupsum	proportion
101089059,101089077	M,M	10:101089059-101089077-MM	62	OT	M,M	R00906-08-2_human	455	0.13626373626373625
101089059,101089077	U,U	10:101089059-101089077-MM	393	OT	M,M	R00906-08-2_human	455	0.8637362637362638
101089060,101089078	M,M	10:101089059-101089077-MM	70	OB	M,M	R00906-08-2_human	569	0.12302284710017575
101089060,101089078	U,M	10:101089059-101089077-MM	1	OB	M,M	R00906-08-2_human	569	0.0017574692442882249
101089060,101089078	U,U	10:101089059-101089077-MM	498	OB	M,M	R00906-08-2_human	569	0.875219683655536
101089190,101089205,101089210	M,M,M	10:101089190-101089210-MMM	66	OT	M,M,M	R00906-08-2_human	536	0.12313432835820895
101089190,101089205,101089210	U,U,U	10:101089190-101089210-MMM	470	OT	M,M,M	R00906-08-2_human	536	0.8768656716417911
101089191,101089206,101089211	M,M,M	10:101089190-101089210-MMM	67	OB	M,M,M	R00906-08-2_human	599	0.11185308848080133
101089191,101089206,101089211	M,M,U	10:101089190-101089210-MMM	1	OB	M,M,M	R00906-08-2_human	599	0.001669449081803005
101089191,101089206,101089211	U,U,U	10:101089190-101089210-MMM	531	OB	M,M,M	R00906-08-2_human	599	0.8864774624373957
101089280,101089285,101089304,101089306	M,M,M,M	10:101089280-101089306-MMMM	60	OT	M,M,M,M	R00906-08-2_human	576	0.10416666666666667
101089280,101089285,101089304,101089306	M,M,U,U	10:101089280-101089306-MMMM	1	OT	M,M,M,M	R00906-08-2_human	576	0.001736111111111111
101089280,101089285,101089304,101089306	U,U,U,U	10:101089280-101089306-MMMM	515	OT	M,M,M,M	R00906-08-2_human	576	0.8940972222222222
101089281,101089286,101089305,101089307	M,M,M,M	10:101089280-101089306-MMMM	66	OB	M,M,M,M	R00906-08-2_human	533	0.12382739212007504
101089281,101089286,101089305,101089307	U,M,M,M	10:101089280-101089306-MMMM	1	OB	M,M,M,M	R00906-08-2_human	533	0.001876172607879925
101089281,101089286,101089305,101089307	U,U,U,U	10:101089280-101089306-MMMM	466	OB	M,M,M,M	R00906-08-2_human	533	0.874296435272045
101089331,101089333,101089336,101089339	M,M,M,M	10:101089331-101089339-MMMM	73	OT	M,M,M,M	R00906-08-2_human	638	0.11442006269592477
101089331,101089333,101089336,101089339	M,M,U,U	10:101089331-101089339-MMMM	1	OT	M,M,M,M	R00906-08-2_human	638	0.001567398119122257
101089331,101089333,101089336,101089339	U,M,M,M	10:101089331-101089339-MMMM	1	OT	M,M,M,M	R00906-08-2_human	638	0.001567398119122257
101089331,101089333,101089336,101089339	U,U,U,M	10:101089331-101089339-MMMM	1	OT	M,M,M,M	R00906-08-2_human	638	0.001567398119122257
101089331,101089333,101089336,101089339	U,U,U,U	10:101089331-101089339-MMMM	562	OT	M,M,M,M	R00906-08-2_human	638	0.8808777429467085
101089332,101089334,101089337,101089340	M,M,M,M	10:101089331-101089339-MMMM	73	OB	M,M,M,M	R00906-08-2_human	601	0.12146422628951747
101089332,101089334,101089337,101089340	U,M,M,M	10:101089331-101089339-MMMM	1	OB	M,M,M,M	R00906-08-2_human	601	0.0016638935108153079
101089332,101089334,101089337,101089340	U,U,U,U	10:101089331-101089339-MMMM	527	OB	M,M,M,M	R00906-08-2_human	601	0.8768718801996672
102894707,102894709	M,M	10:102894707-102894709-MM	206	OT	M,M	R00906-08-2_human	502	0.4103585657370518
102894707,102894709	M,U	10:102894707-102894709-MM	9	OT	M,M	R00906-08-2_human	502	0.017928286852589643
102894707,102894709	U,M	10:102894707-102894709-MM	12	OT	M,M	R00906-08-2_human	502	0.02390438247011952
102894707,102894709	U,U	10:102894707-102894709-MM	275	OT	M,M	R00906-08-2_human	502	0.547808764940239
102894708,102894710	M,M	10:102894707-102894709-MM	173	OB	M,M	R00906-08-2_human	461	0.3752711496746204
102894708,102894710	M,U	10:102894707-102894709-MM	13	OB	M,M	R00906-08-2_human	461	0.028199566160520606
102894708,102894710	U,M	10:102894707-102894709-MM	13	OB	M,M	R00906-08-2_human	461	0.028199566160520606
102894708,102894710	U,U	10:102894707-102894709-MM	262	OB	M,M	R00906-08-2_human	461	0.5683297180043384
102894874,102894891,102894893,102894895	M,M,M,M	10:102894874-102894895-MMMM	39	OT	M,M,M,M	R00906-08-2_human	186	0.20967741935483872
102894874,102894891,102894893,102894895	M,M,M,U	10:102894874-102894895-MMMM	1	OT	M,M,M,M	R00906-08-2_human	186	0.005376344086021506
102894874,102894891,102894893,102894895	U,M,M,M	10:102894874-102894895-MMMM	41	OT	M,M,M,M	R00906-08-2_human	186	0.22043010752688172
102894874,102894891,102894893,102894895	U,M,U,M	10:102894874-102894895-MMMM	1	OT	M,M,M,M	R00906-08-2_human	186	0.005376344086021506
102894874,102894891,102894893,102894895	U,M,U,U	10:102894874-102894895-MMMM	1	OT	M,M,M,M	R00906-08-2_human	186	0.005376344086021506
102894874,102894891,102894893,102894895	U,U,M,M	10:102894874-102894895-MMMM	1	OT	M,M,M,M	R00906-08-2_human	186	0.005376344086021506
102894874,102894891,102894893,102894895	U,U,M,U	10:102894874-102894895-MMMM	1	OT	M,M,M,M	R00906-08-2_human	186	0.005376344086021506
102894874,102894891,102894893,102894895	U,U,U,M	10:102894874-102894895-MMMM	1	OT	M,M,M,M	R00906-08-2_human	186	0.005376344086021506
102894874,102894891,102894893,102894895	U,U,U,U	10:102894874-102894895-MMMM	100	OT	M,M,M,M	R00906-08-2_human	186	0.5376344086021505
102894875,102894892,102894894,102894896	M,M,M,M	10:102894874-102894895-MMMM	47	OB	M,M,M,M	R00906-08-2_human	239	0.19665271966527198
102894875,102894892,102894894,102894896	M,M,M,U	10:102894874-102894895-MMMM	1	OB	M,M,M,M	R00906-08-2_human	239	0.0041841004184100415
102894875,102894892,102894894,102894896	M,U,U,U	10:102894874-102894895-MMMM	1	OB	M,M,M,M	R00906-08-2_human	239	0.0041841004184100415
102894875,102894892,102894894,102894896	U,M,M,M	10:102894874-102894895-MMMM	55	OB	M,M,M,M	R00906-08-2_human	239	0.2301255230125523
102894875,102894892,102894894,102894896	U,M,U,M	10:102894874-102894895-MMMM	1	OB	M,M,M,M	R00906-08-2_human	239	0.0041841004184100415
102894875,102894892,102894894,102894896	U,M,U,U	10:102894874-102894895-MMMM	2	OB	M,M,M,M	R00906-08-2_human	239	0.008368200836820083
102894875,102894892,102894894,102894896	U,U,U,M	10:102894874-102894895-MMMM	1	OB	M,M,M,M	R00906-08-2_human	239	0.0041841004184100415
102894875,102894892,102894894,102894896	U,U,U,U	10:102894874-102894895-MMMM	131	OB	M,M,M,M	R00906-08-2_human	239	0.5481171548117155
102894960,102894979,102894982	M,M,M	10:102894960-102894982-MMM	26	OT	M,M,M	R00906-08-2_human	155	0.16774193548387098
102894960,102894979,102894982	M,U,M	10:102894960-102894982-MMM	1	OT	M,M,M	R00906-08-2_human	155	0.0064516129032258064
102894960,102894979,102894982	M,U,U	10:102894960-102894982-MMM	10	OT	M,M,M	R00906-08-2_human	155	0.06451612903225806
102894960,102894979,102894982	U,M,U	10:102894960-102894982-MMM	1	OT	M,M,M	R00906-08-2_human	155	0.0064516129032258064
102894960,102894979,102894982	U,U,M	10:102894960-102894982-MMM	3	OT	M,M,M	R00906-08-2_human	155	0.01935483870967742
102894960,102894979,102894982	U,U,U	10:102894960-102894982-MMM	114	OT	M,M,M	R00906-08-2_human	155	0.7354838709677419
102894961,102894980,102894983	M,M,M	10:102894960-102894982-MMM	22	OB	M,M,M	R00906-08-2_human	177	0.12429378531073447
102894961,102894980,102894983	M,U,M	10:102894960-102894982-MMM	1	OB	M,M,M	R00906-08-2_human	177	0.005649717514124294
102894961,102894980,102894983	M,U,U	10:102894960-102894982-MMM	9	OB	M,M,M	R00906-08-2_human	177	0.05084745762711865
102894961,102894980,102894983	U,M,U	10:102894960-102894982-MMM	1	OB	M,M,M	R00906-08-2_human	177	0.005649717514124294
102894961,102894980,102894983	U,U,M	10:102894960-102894982-MMM	2	OB	M,M,M	R00906-08-2_human	177	0.011299435028248588
102894961,102894980,102894983	U,U,U	10:102894960-102894982-MMM	142	OB	M,M,M	R00906-08-2_human	177	0.8022598870056498
102895106,102895112,102895133	M,M,M	10:102895106-102895133-MMM	88	OT	M,M,M	R00906-08-2_human	275	0.32
102895106,102895112,102895133	M,M,U	10:102895106-102895133-MMM	59	OT	M,M,M	R00906-08-2_human	275	0.21454545454545454
102895106,102895112,102895133	M,U,M	10:102895106-102895133-MMM	2	OT	M,M,M	R00906-08-2_human	275	0.007272727272727273
102895106,102895112,102895133	M,U,U	10:102895106-102895133-MMM	2	OT	M,M,M	R00906-08-2_human	275	0.007272727272727273
102895106,102895112,102895133	U,M,M	10:102895106-102895133-MMM	2	OT	M,M,M	R00906-08-2_human	275	0.007272727272727273
102895106,102895112,102895133	U,M,U	10:102895106-102895133-MMM	1	OT	M,M,M	R00906-08-2_human	275	0.0036363636363636364
102895106,102895112,102895133	U,U,M	10:102895106-102895133-MMM	3	OT	M,M,M	R00906-08-2_human	275	0.01090909090909091
102895106,102895112,102895133	U,U,U	10:102895106-102895133-MMM	118	OT	M,M,M	R00906-08-2_human	275	0.4290909090909091
102895107,102895113,102895134	M,M,M	10:102895106-102895133-MMM	99	OB	M,M,M	R00906-08-2_human	300	0.33
102895107,102895113,102895134	M,M,U	10:102895106-102895133-MMM	41	OB	M,M,M	R00906-08-2_human	300	0.13666666666666666
102895107,102895113,102895134	M,U,M	10:102895106-102895133-MMM	3	OB	M,M,M	R00906-08-2_human	300	0.01
102895107,102895113,102895134	M,U,U	10:102895106-102895133-MMM	7	OB	M,M,M	R00906-08-2_human	300	0.023333333333333334
102895107,102895113,102895134	U,M,M	10:102895106-102895133-MMM	2	OB	M,M,M	R00906-08-2_human	300	0.006666666666666667
102895107,102895113,102895134	U,M,U	10:102895106-102895133-MMM	6	OB	M,M,M	R00906-08-2_human	300	0.02
102895107,102895113,102895134	U,U,M	10:102895106-102895133-MMM	5	OB	M,M,M	R00906-08-2_human	300	0.016666666666666666
102895107,102895113,102895134	U,U,U	10:102895106-102895133-MMM	137	OB	M,M,M	R00906-08-2_human	300	0.45666666666666667
105877944,105877952	M,M	10:105877944-105877952-UU	61	OT	U,U	R00906-08-2_human	195	0.3128205128205128
105877944,105877952	U,U	10:105877944-105877952-UU	134	OT	U,U	R00906-08-2_human	195	0.6871794871794872
105877945,105877953	M,M	10:105877944-105877952-UU	54	OB	U,U	R00906-08-2_human	346	0.15606936416184972
105877945,105877953	U,U	10:105877944-105877952-UU	292	OB	U,U	R00906-08-2_human	346	0.8439306358381503
105877988,105877993	M,M	10:105877988-105877993-UU	72	OT	U,U	R00906-08-2_human	236	0.3050847457627119
105877988,105877993	U,U	10:105877988-105877993-UU	164	OT	U,U	R00906-08-2_human	236	0.6949152542372882
105877989,105877994	M,M	10:105877988-105877993-UU	65	OB	U,U	R00906-08-2_human	405	0.16049382716049382
105877989,105877994	U,U	10:105877988-105877993-UU	340	OB	U,U	R00906-08-2_human	405	0.8395061728395061
106400278,106400285,106400289,106400299,106400301,106400305	M,M,M,M,M,M	10:106400278-106400305-MMMMMM	64	OT	M,M,M,M,M,M	R00906-08-2_human	518	0.12355212355212356
106400278,106400285,106400289,106400299,106400301,106400305	M,U,U,U,U,U	10:106400278-106400305-MMMMMM	1	OT	M,M,M,M,M,M	R00906-08-2_human	518	0.0019305019305019305
106400278,106400285,106400289,106400299,106400301,106400305	U,M,U,M,U,U	10:106400278-106400305-MMMMMM	2	OT	M,M,M,M,M,M	R00906-08-2_human	518	0.003861003861003861
106400278,106400285,106400289,106400299,106400301,106400305	U,U,U,M,M,U	10:106400278-106400305-MMMMMM	1	OT	M,M,M,M,M,M	R00906-08-2_human	518	0.0019305019305019305
106400278,106400285,106400289,106400299,106400301,106400305	U,U,U,M,U,U	10:106400278-106400305-MMMMMM	3	OT	M,M,M,M,M,M	R00906-08-2_human	518	0.005791505791505791
